"Foreign                                                                                                   13                     301                     950                  1,048                     563                     257                     209                     107                       57"
""
"Borrowing                                                                                      73                     360                  1,410                  1,111                     655                     345                     300                     200                     150"
""
Amortization                                                                                 59                       59                     461                        63                       93                       88                       91                        93                       93
""
Privatizations                                                                                                             5                        211                         210                         150                         100                           50                              0                              0                              0
""
Other                                                                                                       -99                   -288                          0                          0                         0                          0                          0                          0                          0
(In percent of GDP)
""
Government Revenue                              26.6        23.3        19.9        21.1        22.0        24.4        25.0        25.2        25.5
""
Tax revenue                                                                                                          23.6                       20.3                        144                        16.4                        17.8                       20.7                       21.6                       22.2                       22.5
Direct taxes                                                                                 6.4                    5.7                    49                    49                    5.6                    6.9                    7.0                    7.1                     7.2
Indirect taxes                                                                                        17.2                     14.6                       9.6                     11.5                     12.2                     13.8                     14.6                     15.1                      15.3
""
o/w VAT                                                                                    7.1                     5.9                    5.0                    7.2                    7.6                    8.6                    9.1                     9.4                    9.5
""
o/w ECAL                                                                 1.4                1.2                0.3                0.4                0.4                0.5                0.5                0.5                0.5
""
o/w Departure Tax                                                           1.2                  1.1                  0.0                  0.2                  0.3                  0.4                  0.4                  0.4                  0.4
Grants                                                                                                            0.4                       0.6                       3.0                       2.5                        2.2                        1.8                        1.5                        1.2                        1.2
Other nontax revenue                                                      2.7                 2.3                 2.5                 2.2                 2.1                 1.9                 1.9                 1.9                 1.9
Government Expenditure                                                         30.2                 31.2                 33.0                 34.8                 30.8                 29.1                  28.4                 28.1                  27.9
""
Primary expenditure                                                              27.5                 28.0                 29.2                 30.9                 26.9                 25.3                 24.7                 24.4                24.1
""
Current                                                                                                      17.9                     18.7                     20.6                     22.5                      18.5                     16.3                      15.7                     15.4                     15.2
Personnel                                                                                       8.6                      9.3                      9.7                      9.5                      8.6                      7.6                      7.2                      7.2                      7.1
Transfers                                                                                        6.1                       6.2                      7.6                      9.1                       6.6                      5.7                      5.6                      5.5                      5.4
Supplies and consumables                                        2.4                2.6                2.7                 2.5                 2.3                 2.0                 2.0                 1.9                 1.9
Other                                                                                                     0.8                        0.6                        0.7                        1.4                        1.0                        1.0                        1.0                        0.9                        0.9
""
Capital                                                                                                   9.6                      9.3                      8.6                      8.3                      8.4                      9.0                      9.0                      9.0                      9.0
""
Interest                                 2.7       3.2       3.8       40       3.9       3.8       37       3.8       3.8
""
Overall balance                                                                                                  -3.6                       -8.0                    -13.1                     -13.7                        -8.8                       -4.7                        -3.4                       -2.9                       -2.4
Primary balance                                                       -0.8             -4.7             -9.3             -9.7             -4.9             -0.9              0.3              0.8               1.4
Financing                                                                                                   3.6                      8.0                    13.1                     13.7                      8.8                      47                      3.4                      2.9                      24
""
Public debt                                                                                                           44                         6.0                       10.9                       12.2                          79                         43                          3.4                         2.9                         24
Domestic                                                                                                        43                         5.9                         1.0                         1.7                         2.8                         2.2                         1.8                         2.1                         2.0
Foreign                                                                                                 0.1                       2.8                      9.9                    10.5                       5.1                       2.1                       1.6                      0.8                      0.4
""
Borrowing                                                                                     0.6                      3.4                    14.7                    11.2                      6.0                      2.8                      2.3                       14                      1.0
Amortization                                                                                0.5                      0.6                      48                      0.6                      0.8                      0.7                      0.7                      0.7                      0.6
Privatizations                                                                                                   0.0                         2.0                         2.2                         1.5                         0.9                         0.4                         0.0                         0.0                         0.0
Other                                                                                                       -0.8                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0
Memorandum items (in percent of GDP)
""
Central government debt                                                 48.7               62.6              80.6              89.8               89.2               85.2               82.2               80.1               77.9
Domestic                                                                                           36.3                    46.6                    55.1                     54.8                    52.3                    49.7                    47.7                    47.0                    46.3
External                                        124         16.1         25.5        35.1         36.8        35.6        34.5        33.2        31.7
""
Contingent Liabilities from State Enterprises                      5.7                6.3              10.2                9.9                8.9                8.1                7.5                7.0                6.6
""
"Nominal GDP (F$ million)                                                           11,781                10,633                  9,583                 9,957               10,998               12,118               13,099               13,947               14,795"
""
Sources: Ministry of Economy and IMF staff estimates.
INTERNATIONAL MONETARY FUND 27
