             External                                                         1.2      1.4         1.3        1.4      1.5       1.5       2.1     2.4      2.5        2.7     2.9
         Transfers and subsidies                                              7.2      7.6         7.6        7.6      7.6       5.5       6.0     5.5      5.1        4.9     4.8
             Subsidies                                                        4.6      4.7         4.0        4.0      4.7       2.6       3.1     2.6      2.2        1.9     1.9
                   Food                                                       1.6      1.6         2.2        2.2      2.6       1.8       1.6     1.5      1.3        1.1     1.1
                   Energy                                                     2.5      2.8         1.3        1.3      1.8       0.3       1.1     0.8      0.6        0.5     0.5
                      Fuel                                                    1.4      1.7           …         …         …        …        0.7     0.5      0.4        0.4     0.4
                      Electricity and gas                                     1.1      1.1           …         …         …        …        0.4     0.3      0.2        0.1     0.2
                   Transport                                                  0.4      0.4         0.5        0.5      0.4       0.4       0.4     0.3      0.3        0.3     0.3
             Transfers (incl. social programs and CNRPS)                      2.5      2.8         3.6        3.6      2.9       2.9       2.9     2.9      2.9        2.9     2.9
         Other current expenditure (non-allocated)                            0.0      0.0         0.6        0.6      0.3       0.3       0.0     0.0      0.0        0.0     0.0
""
      Capital expenditure                                                    5.6       5.3         6.1       6.1       5.8       5.9      5.5      5.3      5.0        4.8     4.6
"      Unidentified measures (""-"": required savings)                           …        0.0         0.0        …        0.0        …       0.0      0.0      0.0        0.0     0.0"
   Net lending                                                               0.0      -0.1         0.3       0.3       0.0       0.0     -0.1     -0.1     -0.1        0.0     0.0
""
Overall balance                                                              -4.5     -3.9       -10.6     -10.7      -9.3      -5.9     -6.8     -6.5     -6.0       -5.6    -5.4
Errors and omissions                                                          0.1      -0.8        0.0        0.0      0.0       0.0       0.0     0.0      0.0        0.0     0.0
""
Financing (net)                                                              4.4       4.6        10.6      10.7       9.3       5.9      6.8      6.5      6.0        5.6     5.4
   Foreign financing                                                         3.6       2.4         1.2       2.7       4.2       5.4      1.8      2.0      2.0        2.4     2.3
   Domestic financing                                                        0.8       2.2         9.4       8.0       5.1       0.5      5.0      4.5      3.9        3.1     3.1
    of which: CBT drawings                                                    0.0      0.0         2.5        2.5      0.0        …        0.0     0.0      0.0        0.0     0.0
""
Memorandum items:
   Overall balance (excl. grants)                                            -4.8      -4.1      -11.5     -11.7       -9.9     -6.6      -7.1    -6.7     -6.2       -5.8    -5.6
   Primary balance (incl. grants)                                            -1.9      -1.1       -7.2       -7.0      -5.9     -2.6      -3.0    -2.0     -1.0       -0.3     0.2
   Primary balance (excl.
   Cyclically-adjusted    grants)
                       primary balance (pct. of potential GDP)               -2.1
                                                                             -2.7      -1.3
                                                                                       -2.2       -8.2
                                                                                                  -6.3       -8.0      -6.5
                                                                                                                       -5.9     -3.2      -3.2    -2.2     -1.2       -0.5
                                                                                                                                                                      -0.3    -0.1
                                                                                                                                                                               0.2
   Total current primary expenditure                                        22.3      23.5        27.6      27.6      27.0      24.0     24.7     24.0    23.4        22.9    22.7
   Social expenditures 1/                                                     2.4      2.8         3.3         …       3.2        …        3.1     3.0      2.9        2.9     2.8
""
   Gross central government debt                                            77.5      71.8        87.6         …      91.2        …      93.9     96.5    98.5        99.7    99.8
      Domestic                                                              20.7      20.8        31.0         …      33.4        …      35.0     36.3    37.6        37.9    36.4
      External                                                              56.7      51.0        56.6         …      57.8        …      58.9     60.2    60.9        61.8    63.4
  Nominal GDP (billions of TD)                                             106.2     114.9       111.3     111.1     122.3    121.1     133.1    145.1   158.6    173.4      189.8
Sources: Tunisian authorities; and IMF staff estimates.
"1/ Social spending includes social transfers and programs as well as capital expenditures of the ministries of education, health, social affairs, youth and sports,"
and women and family affairs. It does not include emergency COVID-related spending in 2020 and 2021.
""
""
""
""
                                                                                                              INTERNATIONAL MONETARY FUND                                    33
