          Current                                                  73.6         82.7        95.4         80.4          98.4         83.4          43.9           50.2      55.3      60.1
 Primary balance                                                 -343.5       -404.1      -366.7          6.0        -377.5          1.6         222.7          272.3     323.0     396.1
"    Interest cash (net of ANSES and public sector)                131.3        224.9       361.4        694.3         393.8        600.0         693.4          856.8     946.0   1,105.7"
 Overall balance                                                 -474.8       -629.0      -728.1       -688.3        -771.3       -598.4        -470.6         -584.5    -622.9    -709.6
""
Memorandum items:
"Capital spending, including capital transfers to provinces         182.0       207.9        196.0       177.5          203.5        212.5        244.6          294.4     341.8     420.6"
Arrears and advances                                               -33.0        15.0          0.0         0.0           10.0          0.0          0.0            0.0       0.0       0.0
"Primary balance, accrual basis                                    -310.5      -419.1       -366.7         6.0         -387.5          1.6        222.7          272.3     323.0     396.1"
"Overall balance, accrual basis                                    -441.8      -644.0       -728.1      -688.3         -781.3       -598.4       -470.6         -584.5    -622.9    -709.6"
Structural primary balance                                        -390.9      -419.4       -247.1       271.3         -253.6        244.2        487.2          530.8     547.5     570.0
                                                                                                                    (Percent of GDP)
""
Revenues                                                           26.6         26.1         26.9        28.3           26.7         28.1        28.3           28.0      27.5      27.1
   Tax revenues                                                    18.7         17.8         18.5        20.0           18.4         19.8        20.0           19.7      19.2      18.7
   Social security contributions                                    6.8          6.9          6.7         6.4            6.6          6.3         6.4            6.5       6.7       6.8
   Nontax revenues                                                  1.2          1.5          1.6         1.9            1.6          2.0         1.9            1.7       1.6       1.6
Primary expenditures                                               30.8         29.9         29.6        28.3           29.3         28.1        27.3           26.9      26.3      25.8
   Federal expenditures                                            22.4         21.2         20.8        19.7           20.3         19.3        18.4           17.9      17.4      17.2
      Wages 1/                                                      3.9          3.8          3.7         3.6            3.6          3.6         3.4            3.3       3.3       3.2
      Goods and services 1/                                         1.1          1.1          0.9         0.8            0.9          0.8         0.8            0.7       0.7       0.7
      Pensions                                                      9.0          9.7          9.6         9.9            9.3          9.6        10.1            9.8       9.5       9.3
      Current transfers to private sector                           6.2          4.8          5.0         4.4            4.9          4.1         3.0            2.9       2.7       2.6
          Social assistance                                         2.7          2.7          2.8         2.7            2.7          2.6         2.7            2.5       2.5       2.4
          Energy 2/                                                 2.6          1.2          1.5         1.2            1.4          1.1         0.2            0.2       0.2       0.2
          Transport                                                 1.0          0.9          0.8         0.5            0.7          0.4         0.2            0.1       0.1       0.1
          Other                                                     0.0          0.1          0.0         0.0            0.0          0.0         0.0            0.0       0.0       0.0
      Capital spending                                              1.4          1.1          1.1         0.7            1.1          0.9         0.9            1.0       1.0       1.2
      Other current primary spending                                0.8          0.6          0.5         0.3            0.5          0.3         0.2            0.2       0.2       0.2
   Transfers to provinces                                           8.4          8.8          8.8         8.6            9.0          8.8         8.9            9.0       8.9       8.6
      Automatic                                                     6.7          7.2          7.7         7.9            8.0          8.1         8.5            8.6       8.5       8.2
      Discretionary                                                 1.7          1.6          1.1         0.7            1.1          0.7         0.4            0.4       0.4       0.4
          Capital                                                   0.8          0.8          0.4         0.3            0.4          0.2         0.2            0.2       0.2       0.2
          Current                                                   0.9          0.8          0.7         0.5            0.7          0.4         0.2            0.2       0.2       0.2
 Primary balance                                                   -4.2         -3.8         -2.7         0.0           -2.7          0.0         1.0            1.1       1.2       1.3
    Interest cash (net of ANSES and public sector)                  1.6          2.1          2.7         3.9            2.8          3.2         3.2            3.4       3.4       3.7
 Overall balance                                                   -5.8         -6.0         -5.3        -3.9           -5.5         -3.2        -2.1           -2.3      -2.3      -2.4
""
Memorandum items:
"Capital spending, including capital transfers to provinces           2.2          2.0         1.4          1.0            1.4         1.1          1.1            1.2       1.2       1.4"
Arrears and advances                                                -0.4          0.1         0.0          0.0            0.1         0.0          0.0            0.0       0.0       0.0
"Primary balance, accrual basis                                      -3.8         -4.0        -2.7          0.0           -2.8         0.0          1.0            1.1       1.2       1.3"
"Overall balance, accrual basis                                      -5.4         -6.1        -5.3         -3.9           -5.6        -3.2         -2.1           -2.3      -2.3      -2.4"
Structural primary balance 3/                                       -4.7         -4.0        -1.7          1.4           -1.7         1.2          2.0            2.0       1.9       1.8
Sources: Ministerio de Economía y Finanzas Públicas and Fund staff calculations.
1/ It includes universities.
"2/ It includes, in 2017, those obligations for subsidies under Plan Gas that will be settled starting in 2019."
3/ Percent of potential GDP.
""
""
""
""
28      INTERNATIONAL MONETARY FUND
