Financing                                                    0.9     0.1     -6.2    -5.9    -0.7     9.6     10.8      2.3     0.5      0.4     0.4     0.2
  Domestic                                                  -2.4     2.2      1.6    -5.1     2.8     0.3     -1.3      2.9     4.7      3.5     3.4     1.7
   Banking system                                           -1.6     1.4      0.1    -4.2     1.4     0.9      0.1      1.9     2.6      1.7     1.7     0.8
     Treasury account                                       -1.0     2.2      0.8    -5.3     0.0     0.0    -11.5      3.4     3.0      2.5     2.6     2.6
     Central bank                                            0.0     0.0     -0.6     0.0      …      0.0     11.5     -2.4    -2.5     -2.5    -2.6    -2.6
     Commercial banks                                       -0.6    -0.8     -0.1     1.1     1.4     0.9      0.1      0.9     2.1      1.7     1.7     0.8
   Nonbanks                                                 -0.7     1.3      0.4     0.1     1.4     0.9      0.1      0.9     2.1      1.7     1.7     0.8
  Domestic arrears                                           0.0     0.2      0.1     1.4     0.0    -1.4    -1.4       0.0     0.0      0.0     0.0     0.0
  Other deposits accounts                                   -0.1    -0.6      1.0    -2.4     0.0     0.0     0.0       0.0     0.0      0.0     0.0     0.0
 External                                                    3.8    -2.2     -7.7    -0.8    -3.6     9.3    12.0      -0.5    -4.2     -3.1    -3.0    -1.5
  Hydrocarbon revenue fund (net)                             0.9    -0.1     -3.1     3.5     0.0     0.0     0.0       0.0    -0.3     -1.0    -1.6    -1.5
    Oil and gas revenue                                     -1.1    -1.9     -6.3    -1.8    -1.0    -1.0    -1.0      -1.0    -1.8     -3.3    -4.6    -4.5
    Transfer to the budget                                   1.9     1.8      3.1     5.3     1.0     1.0     1.0       1.0     1.4      2.2     3.0     3.0
  Other external financing                                   3.0    -2.1     -4.6    -4.4    -3.6     9.3    12.0      -0.5    -3.8     -2.1    -1.4     0.1
    Borrowing (net)                                          2.8    -1.7     -4.3    -4.1    -3.6    -3.1    -3.1      -3.7    -2.4     -0.7     0.1     0.1
        Disbursements                                        6.3     3.2      2.0     2.8     3.8     4.2     4.2       4.5     5.3      7.2     8.1     8.8
        Amortization                                        -3.6    -4.8     -6.3    -6.9    -7.4    -7.3    -7.3      -8.2    -7.7     -7.9    -8.1    -8.7
"    Exceptional financing - debt relief (HIPC, DSSI)         0.3     0.0      0.2     0.3     0.0       0     3.7       0.0    -1.4     -1.4    -1.5     0.0"
    IMF (RCF)                                                0.0     0.0      0.0     0.0      …      5.0     5.0       0.0     0.0      0.0     0.0     0.0
"    IMF (ECF, prospective)                                   0.0     0.0      0.0     0.0      …       …      2.8       0.0     0.0      0.0     0.0     0.0"
    Expected official grants 3/                              0.0     0.0      0.0     0.0      …      0.0     3.7       0.0     0.0      0.0     0.0     0.0
Residual financing gap                                         …       …       …        …      …      7.4      0.0      3.2     0.0      0.0     0.0     0.0
""
Errors and omissions                                        -0.6     0.1     -0.1     0.1     0.0     0.0      0.0      0.0     0.0      0.0     0.0     0.0
""
Memorandum items:
 Real growth rate of public expenditure (percent)           -9.9     2.8    -0.3     -0.3    8.3     15.0     12.4     -7.7     2.2     5.6      5.0     2.4
  Current (percent)                                         -6.3     7.4     8.0     -2.1    7.4     28.1     18.9    -13.5     0.5     3.1      4.0     0.9
  Capital (percent)                                        -13.2    -4.6   -12.0      6.3   14.7     -8.9     -0.8      3.5     4.9     9.4      6.6     4.5
 Non-extractive primary balance (excl. grants)              -4.7    -3.9     0.2     -0.5   -2.2    -11.6    -12.2     -4.0    -3.1    -4.5     -5.8    -5.8
 Non-extractive primary balance                             -1.6    -2.2     1.4      3.9   -0.5    -10.2    -10.8     -3.0    -1.9    -3.4     -4.6    -4.6
 Basic budget balance (excl. grants) 4/                      0.5     2.0     7.8      5.9    3.2     -6.8     -8.0      1.1     3.6     5.7      6.5     7.4
 Social spending                                             8.7     9.1     8.8      9.6   11.9     14.5     14.5     12.4    14.4    16.5     19.0    21.8
 Poverty-reducing expenditure                               18.7    19.4    18.5       …    28.5     32.0     32.0     29.2    32.7    36.5     41.0    45.7
""
Sources: Mauritanian authorities; and IMF staff estimates and projections.
1/ Including transfers to public entities outside the central government.
2/ Adjusted for half of additional/shortfall in extractive revenue.
"3/ Expected official grants to respond to the COVID-19 crisis, of which $70 million from the World Bank, $12 million from the EU, and $10 million from AfDB."
4/ Overall balance excluding foreign-financed investment expenditure.
""
""
""
""
                                                                                                            INTERNATIONAL MONETARY FUND                        27
