"Overall balance (commitment basis, incl. grants)                     -7.8       -133.9        -91.9     -23.0         -13.9     -46.8     -85.1        -72.6        -56.2      -58.2      -52.4         -49.9"
"Overall balance (commitment basis, excl. grants)                    -96.3       -250.8      -208.9     -128.9       -145.2     -178.1    -216.4       -215.0       -210.8     -226.0     -234.6       -247.7"
""
Change in arrears and accounts payable and receivable               -50.4         -64.8       -64.8    -100.8         -35.4     -35.4       0.6          0.0          0.0        0.0           0.0        0.0
    Change in arrears and accounts payable                          -50.4         -64.8       -64.8     -64.8         -35.4     -35.4     -35.4          0.0          0.0        0.0           0.0        0.0
    Change in accounts receivable                                     0.0           0.0         0.0      36.0           0.0       0.0     -36.0          0.0          0.0        0.0           0.0        0.0
""
"Overall primary balance (cash basis, incl. grants)                   -9.6       -127.7        -85.7     -53.4         28.9       -4.1      -6.3         24.3         39.1       41.8         46.8       50.7"
"Overall balance (cash basis, incl. grants)                          -58.2       -198.7      -156.7     -123.8         -49.3     -82.2     -84.5        -72.6        -56.2      -58.2      -52.4         -49.9"
"Overall balance (cash basis, excl. grants)                         -146.8       -315.6      -273.7     -229.7       -180.6     -213.5    -215.7       -215.0       -210.8     -226.0     -234.6       -247.7"
""
Financing                                                           106.4        275.3       233.4      189.7        120.5     152.8      154.1        215.0        210.9      226.2      234.8        247.9
    Domestic financing (net)                                         27.3         48.0          6.0      59.3         -56.4     -24.0     -22.8         22.3          0.1        1.4           -0.4       0.6
    External financing (net)                                         79.1        227.3       227.4      130.4        176.9     176.9      176.9        192.7        210.8      224.7      235.3        247.4
      Grants                                                         88.5        117.0       117.0      105.9        131.2     131.2      131.2        142.3        154.5      167.8      182.2        197.8
      Budget support loans                                               0.0        7.9         7.9          0.0        0.0       0.0       0.0          0.0          0.0        0.0           0.0        0.0
      Project loans                                                  29.8        134.7       134.7       58.2         78.3       78.3      78.3         84.1         88.4       95.9      104.2        113.1
      Amortization (incl. IMF repayments)                           -39.2         -32.3       -32.3     -33.7         -32.7     -32.7     -32.7        -33.7        -32.1      -39.0      -51.1         -63.5
Financing gap/unidentified financing                                 40.3         40.3        40.3       40.0         60.1       60.6      61.6          0.0          -0.2       -0.2          -0.2      -0.3
      IMF-ECF                                                        40.3         40.3        40.3       40.0         60.1       60.6      61.6              …           …          …            …           …
Memorandum Item:
"    Nominal GDP (CFAF billions)                                   2,788.6       2,957.5     2,974.9   2,975.0       3,198.6   3,198.4   3,198.6      3,469.2      3,766.6    4,089.5    4,440.0       4,820.6"
Sources: Togolese authorities and IMF staff estimates and projections.
1
    The original program for 2018 includes FCFA 42 billion (1.4 percent of GDP) of projected cost for the recapitalization of the two merged state owned banks (reported under net lending).
""
""
""
""
                                                                                                                               INTERNATIONAL MONETARY FUND                                     35
