Basic balance 2                                                       -188.9     -235.7      -144.4   -204.5       -157.9   -169.8        -67.6    -68.3     -50.9      -68.6     -58.5
Change in payment arrears and float                                     19.0      -53.7       -54.3    -10.8          0.0    -43.6          0.0      0.0       0.0        0.0       0.0
 Of which: change in payment arrears                                    19.0      -53.7       -54.3    -10.7          0.0    -43.6          0.0      0.0       0.0        0.0       0.0
Overall balance (cash)                                                -525.1     -640.1      -674.4   -653.7       -703.1   -758.6       -680.3   -638.9    -653.3     -665.1    -679.6
""
Financing                                                              525.1      640.1       674.4    653.7        687.6    758.6       680.3     638.9     653.3      665.1     679.6
  External financing                                                   441.2      480.4       574.0    563.1        649.6    717.9       723.1     653.8     682.0      696.8     744.0
   Grants                                                              270.3      319.0       392.0    428.9        453.2    489.0       497.1     462.6     474.3      477.7     503.9
     Of which: budget financing                                         66.2      118.0        84.5    125.7        118.5    154.3       132.7     131.1     126.9      141.5     155.7
   Loans                                                               203.4      182.9       222.4    166.4        252.1    284.6       299.0     293.9     314.8      326.9     345.8
     Of which: budget financing                                         52.2       33.3        54.1     31.2         41.6     74.1        50.7      54.8      59.8       66.7      73.0
   Amortization                                                        -32.5      -21.5       -40.3    -32.2        -55.7    -55.7       -73.0    -102.6    -107.2     -107.8    -105.8
   Debt relief (incl. debt under discussion)                             0.0        0.0         0.0      0.0          0.0      0.0         0.0       0.0       0.0        0.0       0.0
  Domestic financing                                                    84.0      159.7       100.4     90.6         38.0     40.7       -42.8     -14.9     -28.7      -31.7     -64.4
   Banking sector                                                       11.6      105.1        59.8     47.3         19.0     22.2       -42.5      26.5      -5.7      -30.4     -50.1
     IMF                                                                 6.6       19.2        20.7     18.1         16.1     32.1         3.3     -16.4     -18.4      -21.0     -21.7
     Statutory advances (including other advances)                      -8.2       -8.4         0.0     -8.7          0.0      0.0        -3.6      -1.0       0.0        0.0       0.0
     Deposits with BCEAO                                                31.0      -65.3        12.6     62.3         -1.1     -1.1         0.0       0.0      -5.0      -10.0     -15.0
     Government securities net and others                              -17.8      159.6        26.5    -24.4          4.0     -8.8       -42.3      43.9      17.7        0.6     -13.3
   Nonbanking sector                                                    72.4       54.6        40.6     43.4         18.9     18.5        -0.3     -41.4     -22.9       -1.3     -14.3
    Financing gap (+)                                                     0.0        0.0        0.0       0.0        15.5       0.0         0.0       0.0       0.0        0.0       0.0
Sources: Nigerien authorities; and IMF staff estimates and projections.
1
"    The special accounts include the financing on the National Retirement Fund, Priority Investments Fund, and Fund for Continuous Professional Development."
2
    Revenues minus expenditure net of externally-financed capital expenditure.
""
""
""
""
                                                                                                                     INTERNATIONAL MONETARY FUND                                     29
