      IMF-RFI-2                                                                                                                     89          85
      Prop. IMF-EFF                                                                                                                                         126          54          55         67             0       0
Memorandum items:
Revenue earmarked for other public entities                                                                                                   116           168         158        161         164           168     171
Gross government deposits in BEAC                                                   315.0        232.2            732.9           232.2      212.4        231.7       251.7      294.4        323.1      350.5      382.9
Statutory advances from BEAC                                                        452.5        452.8            452.5           452.8      452.5        452.5       402.5      352.5        302.5      252.5      202.5
Stock of arrears 6/                                                                 452.5        239.5              28.2           81.9      156.8          74.2         7.5       -2.0        -2.0          -2.0    -1.0
  External                                                                           61.8          0.0               0.0            0.0       38.6           0.0         0.0        0.0         0.0          0.0      0.0
  Domestic                                                                          390.7        239.5              28.2           81.9      118.2          74.2         7.5       -2.0        -2.0          -2.0    -1.0
    VAT Reimbursement                                                               293.0        153.9              28.2           81.9      120.2          76.2         9.5        0.0         0.0          0.0      0.0
    Exceptional float 7/                                                             86.7         87.6               0.0            0.0        0.0           0.0         0.0        0.0         0.0          0.0      1.0
    Debt service                                                                     10.9         -2.0               0.0            0.0       -2.0          -2.0        -2.0       -2.0        -2.0          -2.0    -2.0
Non-oil primary balance excluding capital transfers (NOPB)                           -479         -387             -303           -596       -489          -499        -364       -267        -214       -185        -99
   as percent of non-oil GDP                                                         -7.6         -5.8              -4.2           -8.9       -7.4          -7.1        -4.9       -3.4        -2.6          -2.1    -1.1
"Non-oil GDP at market prices                                                        6,319        6,657            7,181           6,698      6,625        7,072       7,405      7,762        8,164      8,683      9,365"
""
  Sources: Gabonese authorities and IMF staff estimates and projections.
"  1/ Staff report for the Fourth and Fifth Reviews of the Extended Arrangement Under the Extended Fund Facility (December 23, 2019, Country Report No. 19/389)."
"  2/ Staff report for the Request for Purchase Under the Rapid Financing Instrument (August 13, 2020, Country Report No. 2020/267)."
  3/ Includes net transfers to special funds financed by earmarked revenues.
  4/ Records cash expenditure on payment orders issued the previous year minus payment orders settled the next year.
"  5/ Includes bonds held by the non-bank sector, repayment of VAT reimbursements arrears, and securitization of previous extra-budgetary spending"
"  6/ The clearance of the exceptional float and interest arrears are classified as part of the adjustment to cash basis above the line, while all other clearances of arrears are recorded below the line."
"  7/ After 2017, exceptional float becomes zero and regular float cannot exceed 10 percent of the sum of current spending (excluding wages and interest) plus domestically-financed investment."
""
""
""
""
   24          INTERNATIONAL MONETARY FUND
