   Debt securities                                         0.0       2.1       0.0         0.0       0.0            0.0       0.0        0.0         0.0       0.0        0.0         0.0        0.0        0.0
   Loans                                                   1.2       2.4       2.8         4.2       5.2            5.2       1.4        3.4         3.4       1.7        1.5         0.7       -0.5       -0.5
   of which: IMF RCF                                                                       1.5       0.0            0.0       0.0        0.0         0.0       0.0        0.0        -0.1       -0.2       -0.2
   of which: IMF SDR allocation                                                                      1.3            1.3       0.0        0.0         0.0       0.0        0.0         0.0        0.0        0.0
""
""
 Gross government debt                                    32.5      36.7      40.2       47.1       49.7           50.9      51.2       48.3       49.5       48.9       50.5       41.7       39.9       37.5
  Domestic debt                                           23.7      21.5      23.5       26.0       26.8           26.7      28.6       24.2       25.1       26.2       27.2       26.5       26.1       25.0
    Treasury bills                                        12.7      10.9      11.6       13.9       13.3           14.1      14.0       11.6       12.4       13.2       13.4       13.4       13.2       12.6
    Treasury bonds                                        11.0      10.5       9.6       10.8       11.7           11.5      12.7       11.5       11.7       12.1       12.3       12.3       12.1       11.6
  External debt                                            8.8      15.1      16.7       21.0       22.9           24.2      22.6       24.1       24.4       22.7       23.4       15.2       13.8       12.5
    Debt securities                                        0.0       2.1       2.0        2.0        1.8            1.8       1.7        1.6        1.6        1.5        1.4        1.3        1.3        1.2
    Loans                                                  8.8      13.0      14.7       19.0       21.0           22.4      21.0       22.5       22.8       21.3       22.0       13.9       12.6       11.3
""
 Memorandum items:
 Core fiscal deficit 6/                                    n.a.      n.a.      n.a.       -6.7       -5.6          -5.6       -4.8       -4.3       -4.3       -3.8       -2.9       -1.6       -0.5        0.1
 Contingent liabilities 7/                                  3.4       3.1       2.9        2.8        2.6           2.6        2.4        2.2        2.2        2.1        2.0        1.8        1.7        1.6
  Future unfunded superannuation liabilities                3.4       3.1       2.9        2.8        2.6           2.6        2.4        2.2        2.2        2.1        2.0        1.8        1.7        1.6
  SOE borrowing                                             0.0       0.0       0.0        0.0        0.0           0.0        0.0        0.0        0.0        0.0        0.0        0.0        0.0        0.0
" Nonresource GDP at current prices (millions of kina)   53,139    57,280    60,088     62,884     73,836        75,287     73,836     81,839     88,502     81,839     88,502     95,565    103,202    111,447"
" GDP at current prices (millions of kina)               72,522    79,405    83,846     85,357     93,079        94,609    101,003    109,344    109,344    115,992    120,783    126,240    133,905    142,342"
 Sources: Department of Treasury; and IMF staff estimates and projections.
 1/ Does not include projected revenues from new mining projects where the investment decision has not yet been reached.
" 2/ Withdrawals from the Stabilization Fund (mining and petroleum taxes; mining, petroleum and gas dividends.)"
" 3/ No specific allocation for COVID-19 related spending is proposed for 2022. Nevertheless, spending on healthcare and other social services is anticipated to cover any COVID-related needs."
" 4/ Grants include spending on wages and salaries, goods and services, and capital expenditure."
" 5/ Discrepancies between the overall balance and financing may arise because of data coverage gaps in revenue and expenditure for extrabudgetary units, and payment arrears and cash withdrawals"
 from trust accounts which are not fully accounted for due to data weaknesses.
" 6/ Excluding payments made for settlement of domestic arrears and net acquisition of non-financial assets not classified as ""core"" in the Staff Monitored Program approved in February 2020."
 7/ Contingent liabilities include future unfunded superannuation liabilities with Nambawan Super and SOE borrowing.
""
""
""
""
28        INTERNATIONAL MONETARY FUND
