        Other current primary spending                                   68.0        59.7        58.8           40.4          43.3           21.2         43.2        55.3            64.9       72.7       79.2
"    Transfers to provinces                                              696.8       926.0     1,232.1        1,685.4       2,272.1        1,627.6      2,365.2     2,957.9         3,482.9    3,914.9    4,143.5"
"        Automatic                                                       558.9       756.6     1,074.7        1,564.3       2,175.3        1,521.5      2,307.5     2,884.2         3,396.4    3,817.9    4,037.9"
        Discretionary                                                   137.8       169.5       157.4          121.1          96.7          106.1         57.7        73.7            86.6       96.9      105.6
           Capital                                                       64.3        86.8        78.2           38.3          50.9           31.8         28.8        36.9            43.3       48.5       52.8
           Current                                                       73.6        82.7        79.3           82.7          45.8           74.3         28.8        36.9            43.3       48.5       52.8
  Primary balance (incl. adjustors)                                    -348.8      -404.9      -389.7           -5.5         249.1          -68.1        284.7       353.8           416.6      516.2      694.0
"      Interest cash (net of non-financial public sector) 4/             131.3       224.9       388.9          490.0         594.2          602.5        922.2     1,160.4         1,357.2    1,458.3    1,586.9"
  Overall balance (incl. adjustors)                                    -480.1      -629.8      -778.6         -495.4        -345.1         -670.6       -637.4      -806.6          -940.5     -942.1     -892.9
""
 Memorandum items:
" Total gross interest spending                                           131.3       389.0      513.9           911.7       1,112.2         709.4       1,055.5     1,286.7        1,467.7    1,683.6    1,849.0"
" Capital spending, including capital transfers to provinces              182.0       207.9      261.0           196.0         274.3         291.9         429.3       636.1          867.3      939.6    1,042.6"
 Arrears and advances                                                    -33.0        15.0       10.0             0.0           0.0           0.0           0.0         0.0            0.0        0.0        0.0
" Primary balance, accrual basis                                         -315.8      -419.9     -399.7            -5.5         249.1         -68.1         284.7       353.8          416.6      516.2      694.0"
" Overall balance, accrual basis                                         -447.1      -644.8     -788.6          -495.4        -345.1        -670.6        -637.4      -806.6         -940.5     -942.1     -892.9"
 Structural primary balance                                             -401.9      -427.1     -292.4           227.5         529.3         175.2         657.8       807.6          874.9      895.4      973.7
""
                                                                                                                                    (Percent of GDP)
""
 Revenues                                                                26.6        25.9        25.2            26.4          27.2          25.5           26.7      26.4           26.8       26.9       26.9
    Tax revenues                                                         18.7        17.6        17.0            18.2          19.3          17.2           18.4      17.9           17.9       18.2       18.1
    Social security contributions                                         6.8         6.8         6.2             6.0           6.1           6.1            6.5       6.9            7.3        7.1        7.3
    Nontax revenues                                                       1.1         1.4         1.9             2.2           1.8           2.2            1.7       1.6            1.6        1.6        1.6
 Primary expenditures                                                    30.8        29.7        27.8            26.4          26.2          25.9           25.7      25.5           25.8       25.8       25.6
    Federal expenditures                                                 22.4        21.0        19.4            18.0          17.3          18.2           17.5      17.5           17.8       17.8       17.8
       Wages 1/                                                           3.9         3.8         3.4             3.3           3.2           3.2            3.1       3.0            3.0        3.0        3.0
       Goods and services 1/                                              1.1         1.1         1.0             0.8           0.7           0.8            0.7       0.7            0.7        0.7        0.7
       Pensions                                                           8.9         9.6         8.8             9.2           9.6           8.8            9.0       9.0            9.4        9.4        9.5
       Current transfers to private sector                                6.2         4.8         4.5             3.8           2.7           4.0            3.2       3.0            2.6        2.6        2.6
           Social assistance                                              2.7         2.6         2.6             2.4           2.4           2.4            2.3       2.3            2.3        2.3        2.3
              Of which: social spending under the program 2/              1.3         1.3         1.3             1.4           1.5           1.4            1.4       1.4            1.4        1.4        1.4
           Energy 3/                                                      2.5         1.2         1.2             1.0           0.2           1.1            0.8       0.6            0.3        0.3        0.3
           Transport                                                      1.0         0.9         0.7             0.4           0.1           0.5            0.1       0.1            0.1        0.1        0.1
           Other                                                          0.0         0.1         0.0             0.0           0.0           0.0            0.0       0.0            0.0        0.0        0.0
       Capital spending                                                   1.4         1.1         1.3             0.8           0.9           1.2            1.4       1.6            1.9        1.8        1.9
       Other current primary spending                                     0.8         0.6         0.4             0.2           0.2           0.1            0.1       0.1            0.1        0.1        0.1
    Transfers to provinces                                                8.5         8.7         8.4             8.4           8.9           7.7            8.2       8.0            8.0        8.1        7.8
       Automatic                                                          6.8         7.1         7.4             7.8           8.5           7.2            8.0       7.8            7.8        7.9        7.6
       Discretionary                                                      1.7         1.6         1.1             0.6           0.4           0.5            0.2       0.2            0.2        0.2        0.2
          Capital                                                         0.8         0.8         0.5             0.2           0.2           0.1            0.1       0.1            0.1        0.1        0.1
          Current                                                         0.9         0.8         0.5             0.4           0.2           0.3            0.1       0.1            0.1        0.1        0.1
  Primary balance (incl. adjustors)                                      -4.2        -3.8        -2.7             0.0           1.0          -0.3            1.0       1.0            1.0        1.1        1.3
     Interest cash (net of non-financial public sector) 4/                1.6         2.1         2.7             2.4           2.3           2.8            3.2       3.1            3.1        3.0        3.0
  Overall balance (incl. adjustors)                                      -5.8        -5.9        -5.3            -2.5          -1.4          -3.2           -2.2      -2.2           -2.2       -1.9       -1.7
""
 Memorandum items:
 Total gross interest spending                                             1.6         3.7            3.5           4.3           3.8          3.3           3.7        3.5            3.4        3.5        3.5
" Capital spending, including capital transfers to provinces                2.2         2.0            1.8           1.0           1.1          1.4           1.5        1.7            2.0        1.9        2.0"
 Arrears and advances                                                     -0.4         0.1            0.1           0.0           0.0          0.0           0.0        0.0            0.0        0.0        0.0
" Primary balance, accrual basis                                           -3.8        -3.9           -2.7           0.0           1.0         -0.3           1.0        1.0            1.0        1.1        1.3"
" Overall balance, accrual basis                                           -5.4        -6.1           -5.4          -2.5          -1.4         -3.2          -2.2       -2.2           -2.2       -1.9       -1.7"
 Structural primary balance 5/                                            -4.8        -4.0           -1.9           1.0           1.9          0.8           2.1        2.0            1.9        1.8        1.8
 Sources: Ministerio de Economía y Finanzas Públicas and Fund staff calculations.
 1/ It includes universities.
" 2/ It includes the one-off payments in September and December 2018. It does not include the 15,000 million pesos increase in AUH announced in early"
 March 2019.
" 3/ It includes, in 2017, those obligations for subsidies under Plan Gas that will be settled starting in 2019."
" 4/ Includes interest payments to private, official, and financial public sector."
 5/ Percent of potential GDP.
""
""
""
""
32      INTERNATIONAL MONETARY FUND
