 Arrears and advances                                                           -0.4          0.1         0.1          0.0          0.1            0.0        0.0          0.0          0.0          0.0         0.0
" Primary balance, accrual basis                                                 -3.8         -3.9        -2.8          0.0         -2.6            0.0        1.0          1.0          1.0          1.1         1.3"
" Overall balance, accrual basis                                                 -5.4         -6.1        -5.6         -3.2         -5.3           -2.5       -1.4         -1.4         -1.2         -0.9        -0.7"
 Structural primary balance 5/                                                  -4.7         -4.0        -1.7          1.2         -1.7            1.0        1.9          1.8          1.6          1.5         1.5
 Sources: Ministerio de Economía y Finanzas Públicas and Fund staff calculations.
 1/ It includes universities.
" 2/ It includes the one-off payments in September and December 2018. It does not include the 15,000 million pesos increase in AUH announced in early March 2019."
" 3/ It includes, in 2017, those obligations for subsidies under Plan Gas that will be settled starting in 2019."
" 4/ Compared with the second review staff report, this line now excludes all interest paid to other public sector entities, in line with authorities' definition. In the second review, interest paid to financial"
 public sector was still included.
 5/ Percent of potential GDP.
""
""
""
""
32      INTERNATIONAL MONETARY FUND
