Net acquisition of financial assets                          5.4       -1.2           2.7       15.2        17.5          21.7       24.8       28.3
Overall balance                                          -423.0     -393.1        -443.8      -477.6      -373.5        -357.0     -376.7     -392.4
Financing                                                 423.0      392.2         443.8       477.6       373.5         357.0      376.7      392.4
  Net domestic                                            218.9      262.9         270.7       401.0       387.6         342.8      357.4      400.3
     Bank                                                 146.1      366.6         265.7       393.0       378.4         332.2      345.4      386.7
     Nonbank                                               72.8     -103.7           5.0         8.0         9.3          10.6       12.0       13.7
  Net external                                            204.1      129.3          23.2        -3.0       -14.2          14.3       19.3       -7.9
  Other                                                     0.0        0.0           0.0         0.0         0.0           0.0        0.0        0.0
Financing gap                                               0.0        0.0         150.0        79.7         0.0           0.0        0.0        0.0
"                                                                              (In percent of GDP, unless otherwise indicated)"
Revenue and grants                                         20.7       20.1          20.5        21.2        20.9          21.1       21.1       21.1
 Tax revenue                                               14.2       13.8          13.3        13.8        13.7          13.9       13.9       13.9
   Unidentified Tax Measures                                 0.0        0.0           0.0         0.0         0.0           0.0        0.0        0.0
 Nontax revenue                                              6.4        6.2           7.1         7.4         7.2           7.2        7.2        7.2
   Of which: Interest income                                 0.3        0.2           0.2         0.2         0.2           0.2        0.2        0.2
 Grants                                                      0.1        0.0           0.1         0.0         0.0           0.0        0.0        0.0
""
Expenditure                                                30.1       27.5          28.3        28.5        25.8          25.1       24.8       24.5
 Unidentified Spending Measures                              0.0        0.0           0.0         0.0         0.0           0.0        0.0        0.0
 Wages and other remunerations                               5.4        5.0           5.2         5.4         5.4           5.4        5.4        5.4
 Purchases of goods and services                             1.1        1.2           1.3         1.6         1.5           1.5        1.5        1.5
 Interest                                                    9.4        8.8           9.2         8.6         7.1           6.3        6.0        5.7
" Subsidies, grants, and social benefits                    10.3         8.3           7.6         7.4         7.0           6.7        6.5        6.3"
 Other current                                               1.6        1.5           1.6         1.7         1.7           1.7        1.7        1.7
 Investment                                                  2.4        2.7           3.4         3.9         3.1           3.5        3.7        4.0
""
Unidentified Measures
""
Net acquisition of financial assets                          0.1        0.0           0.0         0.2         0.2           0.3        0.3        0.3
Overall balance                                             -9.5       -7.4          -7.8        -7.6        -5.1          -4.3       -4.0       -3.6
Financing                                                    9.5        7.4           7.8         7.6         5.1           4.3        4.0        3.6
 Net domestic                                                4.9        4.9           4.7         6.3         5.3           4.1        3.8        3.7
     Bank                                                    3.3        6.9           4.7         6.2         5.2           4.0        3.6        3.6
     Nonbank                                                 1.6       -1.9           0.1         0.1         0.1           0.1        0.1        0.1
 Net external                                                4.6        2.4           0.4         0.0        -0.2           0.2        0.2       -0.1
 Other                                                       0.0        0.0           0.0         0.0         0.0           0.0        0.0        0.0
Financing gap                                                0.0        0.0           2.6         1.3         0.0           0.0        0.0        0.0
""
Memorandum items:
 Primary balance                                           -0.2        1.4           1.4         1.0         2.0           2.1        2.0        2.0
 Gross debt                                                92.7       83.8          87.5        91.5        86.7          82.9       79.2       75.2
" Gross debt (in billions of EGP)                          4,111      4,460         4,988       5,780       6,343         6,915      7,505      8,119"
" Nominal GDP (in billions of EGP)                         4,437      5,322         5,701       6,317       7,320         8,345      9,477     10,793"
""
Sources: Ministry of Finance; and IMF staff estimates.
"1/ General government includes budget sector, National Investment Bank (NIB) and Social Insurance Funds (SIF). Fiscal year ends"
June 30. Cash basis.
2/ Fiscal projections for 2020/21 are preliminary. Budget discussions are ongoing in response to the COVID-19 shock.
""
""
""
""
                                                                                                                    INTERNATIONAL MONETARY FUND                 17
