   Transfers                                                          15.8       15.1        14.7        14.7       14.5          14.2       15.4          14.1       14.6           14.0          14.2      14.1      14.0      14.0
     Pensions 4/                                                      11.1       10.7        10.4        10.6       10.5          10.2       10.9          10.1       10.4           10.1          10.1      10.1      10.0      10.0
     Other transfers 5/                                                4.7        4.5         4.4         4.1        4.0           4.0        4.5            3.9        4.2           3.9           4.0       4.0       4.0       4.0
 Capital expenditure                                                   3.1        2.8         3.9         4.4        4.9           4.5        3.8            4.2        4.8           4.2           4.8       4.9       5.0       5.1
 Net lending                                                           0.1        0.3         0.2         0.2        0.2           0.2        0.5            0.2        0.4           0.2           0.5       0.3       0.2       0.2
 Amortization of activated guarantees                                  0.9        0.6         0.4         0.2        0.2           0.1        0.2            0.2        0.4           0.2           0.4       0.2       0.2       0.2
Fiscal balance                                                        -1.2        1.1         0.6        -0.5       -0.2          -0.5       -8.6           -0.5       -2.0          -0.5          -0.5      -0.5      -0.5      -0.5
""
Financing                                                              1.2       -1.1        -0.6         0.5        0.2           0.5        8.6            0.5        2.0           0.5           0.5       0.5       0.5       0.5
 Privatization proceeds                                                0.1        0.1         0.1         0.4        0.9           0.0        1.0            0.0        0.0           0.0           0.0       0.0       0.0       0.0
 Equity investment                                                     0.0        0.0         0.0         0.0       -0.5           0.0        0.0            0.0        0.0           0.0           0.0       0.0       0.0       0.0
 Domestic                                                              0.4       -0.8         0.8        -0.3       -1.2          -0.1        3.9            0.6        1.6           0.4           0.3       0.4       1.0       0.2
 External                                                              0.6       -0.3        -1.5         0.5        1.0           0.6        3.7           -0.1        0.4           0.0           0.3       0.1      -0.5       0.3
   Program                                                             0.0        1.3         0.0         0.0        0.0           0.0        0.0            0.0        0.0           0.0           0.0       0.0       0.0       0.0
   Project                                                             1.6        1.3         1.6         1.2        1.7           1.4        1.2            1.1        2.2           1.1           2.3       2.1       2.0       1.9
   Bonds and loans                                                     0.5        0.0         0.8         4.1        3.9           0.9        4.6            2.9        3.2           0.4           0.2       0.0       0.7       0.3
   Amortization                                                       -1.5       -2.9        -3.9        -4.8       -4.6          -1.8       -2.1           -4.1       -5.0          -1.5          -2.2      -2.0      -3.3      -1.9
Memorandum items:
 Wages and salaries excluding severance payments                       9.2        9.0         9.2         9.5        9.5           9.5       10.4            9.5        9.7           9.4           9.5       9.5       9.5       9.5
 Gross 1 wages and salaries                                            7.8        7.6         7.8         8.1        8.1           8.1        8.8            8.1        8.3           8.1           8.1       8.1       8.1       8.1
 Arrears accumulation (domestic)                                       0.0        0.0         0.0         0.0        0.0           0.0        0.0            0.0        0.0           0.0           0.0       0.0       0.0       0.0
 Government deposits (stock)                                           2.4        2.1         2.1         2.4        3.9           3.3        3.0            3.3        3.0           3.2           2.9       3.0       3.0       3.0
 Gross financing need                                                 12.3        9.0         8.5        11.1       10.3           6.5       14.0            7.4        9.3           5.5           6.8       6.8       6.4       5.0
 Gross public debt                                                    68.9       58.7        54.5        52.7       52.8          51.4       59.8          47.8       57.0           44.7          53.2      50.4      47.8      45.2
 Gross public debt (including restitution)                            74.3       63.8        59.3        57.2       57.3          55.6       64.3          51.3       60.8           47.8          56.4      53.1      50.0      47.0
" Nominal GDP (billions of dinars)                                    4,521     4,754      5,069         5,417     5,411          5,827      5,448         6,264      5,907          6,740      6,414        6,887     7,383     7,926"
""
  Sources: Ministry of Finance; and IMF staff estimates and projections.
""
""
"1/ Includes the republican budget, local governments, social security funds, and the Road Company, but excludes indirect budget beneficiaries (IBBs) that are reporting only on an annual basis."
2/ Includes employer contributions.
3/ Including severence payments. Includes employer contributions.
4/ Includes RSD10 billion military pension payment in 2015 following a Constitution Court ruling.
"5/ Excluding foreign currency deposit payments to households, reclassified below the line."
""
""
""
""
    34           INTERNATIONAL MONETARY FUND
