Net lending/borrowing (Overall balance)                                     -6.4         -6.3     -6.3     -6.2       -6.2       -4.5       -4.9      -4.0       -3.0          -3.0     -3.0
Transactions in financial assets and liabilities (Financing)                -6.1         -6.3     -5.8     -6.2       -6.2       -4.5       -4.9      -4.0       -3.0          -3.0     -3.0
    Net acquisition of financial assets                                          1.2      2.6      2.6      -0.5        0.9        0.0       -1.2       0.0        0.0          0.0       0.0
     Domestic                                                                    1.2      2.6      2.6      -0.5        0.9        0.0       -1.2       0.0        0.0          0.0       0.0
      Currency and deposits                                                      0.8      2.5      2.5      -0.7       -0.7        0.0        0.0       0.0        0.0          0.0       0.0
      Other accounts receivable                                                  0.3      0.1      0.1       0.2        1.6        0.0       -1.2       0.0        0.0          0.0       0.0
     Foreign                                                                     0.0      0.0      0.0       0.0        0.0        0.0        0.0       0.0        0.0          0.0       0.0
    Net incurrence of liabilities                                                7.2      8.5      8.5       3.5        4.9        4.5        3.8       4.0        3.0          3.0       3.0
      Domestic                                                                4.0         2.9      2.9       0.2        0.6        0.3        2.0       0.5        0.1         -0.3      -0.3
       IMF and SDRs                                                           1.9         2.3      2.3       0.0        0.0       -0.2       -0.2      -0.5       -0.7         -0.8      -0.5
       Debt securities (net)                                                  2.3         0.7      0.7       0.6        1.0        0.9        2.5       1.3        1.0          0.7       0.2
       Loans                                                                 -0.5        -0.2     -0.2      -0.4       -0.4       -0.4       -0.4      -0.3       -0.2         -0.2      -0.1
       Other accounts payable                                                    0.2      0.0      0.0       0.0        0.0        0.0        0.0       0.0        0.0          0.0       0.0
      Foreign                                                                    3.3      5.6      5.6       3.3        4.3        4.2        1.8       3.5        2.9          3.3       3.3
       Debt securities (net)                                                     1.2      3.5      3.5       1.3        1.8        1.8        2.2       2.9        1.5          2.7       2.6
        T-bills and bonds issued in WAEMU                                        1.2      1.6      1.6       1.3        1.8        1.8        2.2       1.7        1.5          1.5       1.5
        Eurobond                                                                 0.0      1.9      1.9       0.0        0.0        0.0        0.0       1.3        0.0          1.2       1.1
       Loans                                                                     2.3      2.1      2.1       2.1        2.5        2.4       -0.4       0.6        1.4          0.6       0.8
         Program loans                                                           1.5      0.5      0.5       1.3        1.4        0.6        0.9       0.5        0.5          0.5       0.4
         Project loans                                                           3.0      3.4      3.4       3.0        2.4        3.1        2.3       2.1        2.0          1.9       1.9
         Nonconcessional loans                                                   0.0      0.0      0.0       0.4        1.5        0.7       -0.6       0.0        0.5          0.6       0.6
        Other                                                                -2.2        -1.7     -1.7      -2.6       -2.8       -2.0       -3.0      -2.0       -1.6         -2.4      -2.2
       Other accounts payable                                                 0.0         0.0      0.0       0.0        0.0        0.0        0.0       0.0        0.0          0.0       0.0
Financing Gap                                                                0.0          0.5      0.0      2.2        2.2        0.0        0.0       0.0        0.0          0.0       0.0
    SBA/SCF                                                                      0.0      0.0      0.0       1.6        1.5         …          …           …          …          …           …
    SBA/SCF Augmentation                                                          …        …        …        0.6        0.7         …          …           …          …          …           …
    Exceptional Financing1                                                       0.0      0.5      0.0        …          …          …          …           …          …          …           …
Memorandum items:
  Clearance of unmet obligations (pre-2020)                                      1.5      0.9      0.9       0.1        0.1         …          …           …          …          …           …
      Hydrocarbon revenues                                                    …             …      …         0.0        0.0        0.2        0.3       1.1        1.4        0.6         0.4
      Non-oil tax to non-oil GDP ratio                                        …             …      …        18.0       18.5       18.9       18.8      19.9       20.2       21.4        21.8
"      Nominal GDP                                                        14,101        15,319 15,319     16,922     17,093     18,881     19,093    21,497     22,974     24,613      26,388"
Sources: Ministry of Finance; and IMF staff calculations.
1
    Suspended debt service under the debt service suspension initative (DSSI).
""
""
""
""
                                                                                                                              INTERNATIONAL MONETARY FUND                                 29
