"Overall balance, including grants (cash)                                 -41.0          777                -57.8        -71.1           -59.1         -43.5        -40.9        -37.9        -41.1         -44,1"
""
Financing*                                                                                                                          41.0                  T17                            47.0                714                     51.3                35.8                33.2                37.9                41.1                44.)
Net acquisition of financial assets (- = build up)                    -2.4         -28.8                11.1           9.8            0.0          0.0          0.0          0.0          0.0          0.0
""
Bank deposits                                                                                          3.0             -12.9                       11.1              10.6                  0.0               0.0               0.0               0.0               0.0               0.0
"BCEAO                                                                                                                                0.2                    -18                                0.0                  -4,)                        0.0                   0.0                   0.0                   0.0                   0.0                   0.0"
Local commercial banks                                                                               2.8                -11.1                            11.1                14.7                     0.0                 0.0                  0.0                  0.0                 0.0                 0.0
""
Other?                                                “5.4      -15.9            0.0      -0.8         0.0       0.0       0.0       0.0       0.0       0.0
of which: Bank recapitalization                                                  -3.5               0.0                      0.0             0.0                0.0             0.0             0.0             0.0             0.0             0.0
""
Domestic financing                                                                              314              63.4                      30.1             62.7                34.6             31.5             27.8             32.2             35.2             38.0
""
BCEAO credit                                                           -14           -2.8                10.1         30.7           -2.2         -3.4         -3.7         “5.4         -6.2         -6.6
(o/w) IMF                                                                                                            -1.2                   -2.0                            10.1                   9.6                    -1.6                -2.9                -3.2                -2.7                “3.4                -3.8
"Other domestic (net)                                              ""        32.8           66.2                  20.1          32.0            36.8          34,9          31.5          37.6          414          44.6"
Local commercial banks                                           14.5          20.0               -33.3        -27.2          -12.0          0.0          0.0          0.0          0.0          0.0
Regional commercial banks                                                   18.3             46.2                     54.6            59.3              48.8            34.9            31.5            37.6           414           44.6
""
Foreign financing (net)                                                              12.0            43.1                     5.8           -1.4              16.7            43             5.4             5.7             5.8             6.1
""
"Disbursements                                                                                                               14.1                    54.9                                9.2                 24,1                     20.3                 22.1                 23.9                 23.7                 21.3                 23.9"
Projects                                                                                                                           14.1                    32.9                                9.2                 24.0                     20.3                 22.1                 23.9                 23.7                 21.3                 23.9
Programs                                                                         0.0           22.0                   0.0            0.1               0.0            0.0            0.0            0.0            0.0            0.0
""
Amortization                                                                                                                    -2.1                  -11.8                               -3.4               -25.5                      “3.5               -17.9               -18.5               -18.0               -15.5               -17.8
""
Debt relief                                                                     0.0            0.0                  0.0           0.0             0.0           0.0           0.0           0.0           0.0           0.0
""
Residual financing gap                                                      0.0            0.0                10.8          0.0            7.8          7.7          7.7          0.0          0.0          0.0
""
Memorandum item:
""
"Domestic primary balance (commitment)*                             -12.2          -40.3                -15.4         -17.8           -14.8          -4,7           6.1            9.3            5.8           8.7"
""
Sources: Guinea-Bissau authorities; and IMF staff estimates and projections.
""
""" Recorded as arrears when payments were not made for more than 30 days for wages and more than 90 days for other expenditures."
""
? Financing is on currency basis.
""
3 WARCIP project from 2018 onwards; in 2019 equity investment and bank recapitalization; in 2020 on-lending support to banks.
""
"“excludes grants, foreign and BOAD financed capital spending, and interest."
""
INTERNATIONAL MONETARY FUND 33
