            Loans to central government                              1.2        2.0    1.5    2.4     2.8    2.9    3.1      2.6    2.6    2.6
            Large projects                                          15.1        6.7    4.3    0.9     0.2    0.5    0.6      0.0    0.0    0.0
                Rail road                                           12.4        3.0    2.0    0.9     0.0    0.0    0.0      0.0    0.0    0.0
                Water pipeline                                       2.7        3.7    2.3    0.0     0.2    0.5    0.6      0.0    0.0    0.0
""
     Overall balance (commitment basis)                             -15.3      -8.3   -4.5    -2.9   -1.5   -1.7   -2.4     -0.8   -0.9   -1.0
      Change in arrears                                              -0.4      -0.4   -0.1     0.4   -0.3   -0.3   -0.3     -0.2   -0.2   -0.2
     Overall balance (cash basis)                                   -15.7      -8.6   -4.6    -2.5   -1.8   -1.9   -2.7     -1.0   -1.1   -1.2
     Financing                                                      15.7        8.6    4.6     2.5    1.8    1.9    2.7      1.0    1.1    1.2
       Domestic                                                      0.0        0.5   -0.5     0.1   -1.0   -0.2   -0.2      0.0    0.0    0.0
         Bank                                                        0.1        0.4   -0.5     0.1   -1.0   -0.2   -0.2      0.0    0.0    0.0
           Central bank                                              0.2       -0.4   -0.2     0.3   -0.7    0.0    0.0      0.0    0.0    0.0
           Commercial banks                                         -0.1        0.7   -0.3    -0.2   -0.2   -0.2   -0.2      0.0    0.0    0.0
         Nonbank                                                     0.0        0.1    0.0     0.0    0.0    0.0    0.0      0.0    0.0    0.0
       External                                                     15.7        8.1    5.1     2.4    2.8    2.2    2.8      1.0    1.1    1.2
       External (excl. large projects)                               0.6        1.5    0.8     1.5    2.6    1.7    2.2      1.7    1.7    1.7
         Disbursements                                              16.3        8.7    5.8     3.3    2.9    3.4    3.7      2.6    2.6    2.6
           Loans to central government                               1.2        2.0    1.5     2.4    2.8    2.9    3.1      2.6    2.6    2.6
           Large projects                                           15.1        6.7    4.3     0.9    0.2    0.5    0.6      0.0    0.0    0.0
             Rail road                                              12.4        3.0    2.0     0.9    0.0    0.0    0.0      0.0    0.0    0.0
             Water pipeline                                          2.7        3.7    2.3     0.0    0.2    0.5    0.6      0.0    0.0    0.0
         Amortization                                               -0.7       -0.6   -0.7    -0.7   -0.9   -1.2   -0.9     -1.5   -1.4   -1.3
           Loans to central government                              -0.7       -0.6   -0.7    -0.7   -0.9   -1.2   -0.9     -0.9   -0.9   -0.8
           Large projects                                            0.0        0.0    0.0     0.0    0.0    0.0    0.0     -0.6   -0.6   -0.5
             Rail road                                               0.0        0.0    0.0     0.0    0.0    0.0    0.0      0.0    0.0    0.0
             Water pipeline                                          0.0        0.0    0.0     0.0    0.0    0.0    0.0     -0.6   -0.6   -0.5
         Other                                                       0.0        0.0    0.0    -0.2    0.7    0.0    0.0      0.0    0.0    0.0
     Memorandum
     Overall balance (excluding large projects)                      -0.6      -2.0   -0.3    -1.6   -1.6   -1.5   -2.0     -1.0   -1.1   -1.2
     Overall balance (excl. foreign-financed expenditures)            0.9       0.2    1.3     0.9    1.3    1.6    1.2      1.7    1.6    1.5
     Sources: Djibouti authorities; and IMF staff estimates and projections.
""
""
""
""
28   INTERNATIONAL MONETARY FUND
