      Transfers                                                                                               4.6       6.0       3.5        3.8         5.8          5.6         5.6          5.5        5.5           5.5
      Interest payments                                                                                       0.6       0.7       1.0        1.4         1.1          1.7         1.7          1.8        1.9           2.1
      War reparations 1/                                                                                      0.0       0.0       0.0        0.2         0.6          1.1         0.0          0.0        0.0           0.0
 Investment expenditures                                                                                     15.6      11.5       8.3        5.3        10.6          8.4         7.5          7.0        6.8           6.6
   Non-oil investment expenditures                                                                            6.4       4.3       2.8        1.4         5.1          3.0         2.3          1.9        1.9           1.8
   Oil investment expenditures                                                                                9.2       7.1       5.5        3.9         5.5          5.4         5.2          5.1        4.9           4.7
""
Fiscal balance                                                                                              -12.8     -13.9       -1.6       7.9         -4.1        -3.5         -3.3        -4.0       -5.0          -5.9
""
Statistical discrepancy                                                                                       0.0       -0.1       0.1       0.0           ...          ...         ...          ...       ...           ...
""
Financing                                                                                                    12.8      14.0        1.5      -7.9          4.1         3.5          3.3         4.0        5.0           5.9
""
 External financing                                                                                           2.0        1.1       1.8       0.4          1.1         1.6          0.5        -0.7       -0.2          -0.6
  Budget Loans                                                                                                1.4        1.7       1.8       0.1          0.0         0.0          0.0         0.0        0.0           0.0
    International Financial Institutions                                                                      1.4        1.6       0.5       0.0          0.0         0.0          0.0         0.0        0.0           0.0
    Bilateral                                                                                                 0.0        0.1       0.3       0.1          0.0         0.0          0.0         0.0        0.0           0.0
    Eurobond                                                                                                  0.0        0.0       1.0       0.0          0.0         0.0          0.0         0.0        0.0           0.0
  Project Loans                                                                                               0.1        1.1       1.0       0.4          2.3         1.9          1.2         0.7        0.3           0.2
  Donor funds for reconstruction                                                                              0.0        0.0       0.0       0.0          0.4         1.4          1.4         1.5        1.8           1.7
  Amortization                                                                                               -0.8       -0.5      -0.4      -0.6         -1.1        -1.7         -2.2        -3.0       -2.3          -2.4
  Assets held abroad                                                                                          0.0        0.0       0.0       0.0          0.0         0.0          0.0         0.0        0.0           0.0
  SDR Holding                                                                                                 1.0        0.0       0.0       0.0          0.0         0.0          0.0         0.0        0.0           0.0
  Account payables                                                                                           -2.3       -0.2       0.3       0.0          0.0         0.1          0.0         0.0        0.0           0.0
  Arrears                                                                                                     2.5       -1.0      -0.8       0.6         -0.5         0.0          0.0         0.0        0.0           0.0
""
 Domestic financing                                                                                          10.8      12.9       -0.2      -8.3          2.9         1.9          2.7         4.8        5.2           6.5
  Bank financing                                                                                             11.6      10.6        0.1      -8.1          3.4         1.9          2.7         4.8        5.2           6.5
   CBI                                                                                                        4.9       8.1        0.5      -7.2          3.4         1.5          2.0         3.6        3.8           4.7
     Loans                                                                                                    3.1       6.9        1.0      -0.6          0.5         0.8          1.3         3.0        3.5           4.4
     Deposits                                                                                                 1.8       1.2       -0.5      -6.6          2.9         0.7          0.7         0.6        0.3           0.3
   Commercial banks                                                                                           6.7       2.5       -0.4      -1.0          0.0         0.4          0.8         1.2        1.4           1.8
     Loans                                                                                                    3.8       0.3        0.0      -1.0          0.0         0.4          0.8         1.2        1.4           1.8
     Deposits                                                                                                 2.9       2.2       -0.4       0.0          0.0         0.0          0.0         0.0        0.0           0.0
  Non-bank financing                                                                                          0.0       1.0        0.7       0.4          0.1         0.0          0.0         0.0        0.0           0.0
  Net sale of government financial assets                                                                     0.4       0.1        0.1       0.0          0.0         0.0          0.0         0.0        0.0           0.0
  Account payables                                                                                           -0.1       0.8        0.1       0.0          0.0         0.0          0.0         0.0        0.0           0.0
  Arrears                                                                                                     1.8       0.3       -1.3      -0.6         -0.5         0.0          0.0         0.0        0.0           0.0
""
 Financing gap 2/                                                                                             0.0        0.0       0.0       0.0          0.0         0.0          0.0         0.0        0.0           0.0
""
GDP to compute ratios                                                                                      207.2      206.7     231.0     265.0        264.8       285.4        300.4       315.9       332.3         350.4
""
Memorandum items
" Non-oil primary expenditure, accrual basis (percent of GDP)                                                 33.6      33.0      28.2       26.4        37.3         34.9        34.2         33.7       33.7          33.6"
" Adjusted non-oil primary expenditure, accrual basis (excl. KRG, percent of GDP) 3/                          32.4      33.0      28.2       25.4        33.2         31.3        30.7         30.3       30.3          30.2"
" Non-oil primary fiscal balance, accrual basis (percent of GDP)                                             -30.8     -29.0     -24.0      -23.3       -34.0        -31.6       -30.8        -30.3      -30.2         -30.1"
" Adjusted non-oil primary fiscal balance, accrual basis (excl. KRG, percent of GDP) 4/                      -29.6     -29.0     -24.0      -22.2       -29.9        -27.9       -27.3        -26.8      -26.8         -26.7"
" Non-oil primary fiscal balance, cash basis (percent of GDP) 5/                                             -28.6     -28.4     -25.8      -24.0       -35.0        -31.6       -30.8        -30.3      -30.2         -30.1"
" Adjusted Non-oil primary fiscal balance, cash basis (excluding KRG, percent of GDP) 4,5/                   -27.4     -28.4     -25.8      -22.9       -30.9        -27.9       -27.3        -26.8      -26.8         -26.7"
 Sources: Iraqi authorities; and Fund staff estimates and projections.
 1/ Five percent of oil exports as mandated by U.N. Security Council Resolution 1483 to finance war reparations to Kuwait.
 2/ Includes unidentified financing only.
" 3/ Adjusted to exclude full year estimates of federal government transfers to the Kurdistan Regional Government. In 2014 and 2015, actual transfers were made for only 2 and 5 months, respectively."
" 4/ Adjusted to exclude (i) full year estimates of federal government transfers to the Kurdistan Regional Government, and (ii) non oil tax revenues from the KRG to the federal government."
" 5/ The non-oil primary fiscal balance on cash basis adjusts the non-oil primary balance measured on accrual basis by subtracting the spending financed by arrears' accumulation during that period, and adding the"
 repayment of arrears from previous years.
""
""
""
""
                                                                                                                                             INTERNATIONAL MONETARY FUND                                               29
