  Domestic                                                                  50       13       137       137           146        155        145         148         165          184         198        221
"                                                                                                                (In percent of GDP, unless otherwise indicated)"
Total revenue and grants                                                  24.1     25.3       29.0      26.2        26.0          30.1        25.8          26.0    25.8        25.5         25.6       25.5
 Total revenue                                                            22.9     24.0       27.3      24.8        24.8          28.6        24.6          24.5    24.4        24.1         24.2       24.1
  Tax revenue                                                             20.7     21.1       24.2      22.4        21.9          25.9        21.9          21.8    21.6        21.4         21.3       21.4
  Non-tax revenue                                                          2.2      2.9        3.1       2.4         2.9           2.6         2.8           2.7     2.7         2.7          2.8        2.7
 Grants                                                                    1.2      1.3        1.7       1.3         1.2           1.5         1.2           1.5     1.4         1.4          1.4        1.4
Expenditure                                                               27.2     31.9       36.8      33.4        30.6          38.4        30.4          30.4    30.0        29.7         29.4       29.3
 Recurrent expenditure                                                    19.4     23.0       27.7      25.6        23.6          28.0        23.1          23.1    22.9        22.7         22.7       22.8
    Of which : Interest payments                                           0.4      0.5        0.8       0.8         0.6           0.7         0.6           0.7     0.7         0.8          0.9        0.9
               Salaries and allowances                                     4.4      3.7        3.4       3.4         2.9           3.7         3.0           3.0     3.0         2.9          2.9        2.9
               Grants & subsidies                                          9.1      6.5        4.9       4.8         3.5           4.6         3.4           3.3     3.1         3.0          3.0        3.0
               Fiscal transfer                                               …      7.0        9.5       7.8          9.3           8.6        8.4           8.4     8.4          8.4         8.4        8.4
              Revenue sharing                                               …        …         3.3       3.0          2.8          3.4         3.2           3.2     3.2          3.1         3.1        3.1
 Capital expenditure                                                       7.8      8.9        9.1       7.9          7.0         10.5         7.3           7.3     7.1          7.0         6.7        6.5
Operating balance                                                          4.7      2.3        1.3       0.6          2.4          2.1         2.8           2.9     2.9          2.9         2.8        2.8
Net lending/borrowing                                                     -3.1      -6.7      -7.8      -7.3         -4.6          -8.4       -4.5          -4.4    -4.2         -4.1        -3.9       -3.7
Statistical discrepancy                                                   -1.3      -3.0       0.0      -0.6             0             0           0          0        0           0            0          0
""
Net financial transactions                                                 1.8      3.6        7.8       6.6          4.6           8.4        4.5           4.4     4.2          4.1         3.9        3.7
 Net acquisition of financial assets                                       1.4      -0.7       2.8       2.7          1.7           2.6        1.6           0.9     0.9          0.9         0.9        0.9
   Foreign                                                                 0.1      0.1        0.0       0.0          0.0           0.0        0.0           0.0     0.0          0.0         0.0        0.0
   Domestic (net)                                                          1.3      -0.8       2.8       2.7          1.7           2.5        1.6           0.9     0.9          0.9         0.9        0.9
    Sale of equity                                                         0.6      1.5        1.7       1.6          1.2           1.6        1.1           0.6     0.6          0.6         0.6        0.6
    Lending minus repayment                                                1.0      0.6        1.1       1.1          0.5           0.9        0.5           0.3     0.3          0.3         0.3        0.3
    Change in cash/deposit                                                -0.3      -3.0       0.0       0.0          0.0           0.0        0.0           0.0     0.0          0.0         0.0        0.0
 Net incurrence of liabilities                                             3.2      2.9       10.6       9.3          6.3         10.9         6.1           5.3     5.0          5.0         4.8        4.6
   Foreign                                                                 1.3      2.4        6.6       5.4          2.1           7.0        2.4           1.9     1.6          1.6         1.5        1.3
   Domestic                                                                1.9      0.4        4.0       4.0          4.2           4.0        3.7           3.4     3.4          3.4         3.3        3.3
Memorandum items
Primary balance                                                            -2.7     -6.1      -7.0       -6.5        -4.0          -7.7        -3.9        -3.7      -3.4        -3.3         -3.0       -2.8
Public debt                                                               26.1     30.2         …          …        30.1             …        33.7        35.7      37.4        39.0         40.3       41.1
 External                                                                 15.5     17.3         …          …        17.0             …        18.3        18.6      18.7        18.7         18.7       18.4
 Domestic                                                                 10.6     12.9         …          …        13.1             …        15.4        17.1      18.8        20.3         21.6       22.6
Resources for sub-national governments (billions of Nepalese Rupees)         …        …       442        372         420           465         451         505       562         623          691        768
 (in percent of GDP)                                                         …        …      12.8       10.7        12.1          11.9        11.6        11.6      11.6        11.5         11.5       11.5
"Nominal GDP (billions of Nepalese Rupees)                                2,674    3,031     3,464      3,464       3,464         3,892       3,892       4,354     4,860       5,406        5,997      6,687"
Sources: Nepalese authorities; and IMF staff estimates and projections.
1/ Fiscal year ends in mid-July.
2/ 30 percent of VAT and domestic excise revenues are shared with sub-national governments.
""
""
""
""
                                                                                                                                 INTERNATIONAL MONETARY FUND                                             31
