Expenditure and net lending                                         51.5       41.7     40.0     38.1     37.3     33.9      37.0     34.6    35.4      35.1     34.1     35.4     33.5     33.1
  Current expenditure                                               45.2       35.5     34.5     31.5     32.9     28.5      29.7     28.6    27.8      28.6     26.8     28.8     26.3     26.2
     Primary current expenditure                                    42.3       32.8     31.5     29.0     30.5     26.2      27.1     26.7    25.9      26.9     25.3     27.3     25.2     25.3
         Wages and salaries                                         12.8       11.7     11.2     11.1     11.2     10.1      10.8     10.2    10.7      10.2     11.0     10.2     11.0     10.8
         Goods and services                                         13.1       12.3     11.5     10.9     11.5      9.7      10.2      9.7     9.5       9.7      9.1      9.7      9.4      9.7
         Transfers                                                  16.2        8.7      8.6      6.8      7.6      6.2       6.0      6.2     5.5       6.1      5.1      6.1      4.7      4.8
           Social program of central government                      6.8        1.9      1.9      1.1      1.1      1.0       1.0      1.1     0.9       1.2      0.9      1.3      0.8      1.1
           Transfers to public sector from central government        2.0        1.0      1.0      0.5      1.0      0.5       0.2      0.2     0.2       0.2      0.1      0.2      0.1      0.1
           Benefits and programs of Social Security Fund             7.5        5.8      5.7      5.2      5.6      4.8       4.8      4.9     4.3       4.7      4.1      4.6      3.8      3.6
         Other                                                       0.1        0.2      0.2      0.2      0.2      0.1       0.2      0.6     0.1       0.9      0.1      1.3      0.1      0.1
     Interest due                                                    2.9        2.7      3.0      2.6      2.5      2.3       2.6      1.9     1.9       1.7      1.5      1.5      1.1      0.8
         Foreign interest                                            1.3        0.9      1.1      0.7      0.7      0.6       0.6      0.5     0.5       0.4      0.4      0.3      0.3      0.2
         Domestic interest                                           1.6        1.7      1.9      1.8      1.7      1.7       2.0      1.4     1.4       1.3      1.1      1.2      0.8      0.6
  Capital expenditure                                                4.6        4.9      5.1      6.1      3.9      5.3       5.6      5.3     5.8       5.2      5.6      5.1      5.5      5.5
         Domestically financed                                       2.7        2.4      1.6      2.6      2.7      2.0       2.7      2.2     2.8       2.4      3.3      2.5      3.5      3.6
         Foreign financed                                            1.9        2.6      3.5      3.5      1.2      3.3       2.9      3.1     3.0       2.9      2.2      2.6      2.0      1.9
  Net lending                                                        1.0        1.1      0.2      0.3      0.3      0.0       1.5      0.3     1.3       0.8      1.4      1.0      1.3      1.0
  Contingency                                                        0.7        0.2      0.2      0.2      0.2      0.2       0.2      0.5     0.5       0.4      0.4      0.4      0.4      0.4
Primary balance                                                    -14.7       -6.6     -3.0     -0.8     -1.4      2.9       1.7      3.0     3.0       3.1      3.3      3.2      3.4      3.4
"Overall balance, commitment basis 2                                -17.5       -9.3     -6.0     -3.4     -3.8      0.6      -0.8      1.1     1.1       1.4      1.8      1.7      2.3      2.6"
Change in arrears                                                    0.0        0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0       0.0      0.0      0.0      0.0      0.0
Change in float                                                     -0.8        0.0      0.3      0.0      0.0      0.0       0.0      0.0     0.0       0.0      0.0      0.0      0.0      0.0
"Overall balance, cash basis (after grants)                         -18.4       -9.3"
                                                                                0.0     -5.6     -3.4
                                                                                                  0.0     -3.8      0.6
                                                                                                                    0.0      -0.8      1.1
                                                                                                                                       0.0     1.1       1.4      1.8      1.7      2.3      2.6
Financing                                                           18.4        9.3      5.6      3.4      3.8     -0.6       0.8     -1.1    -1.1      -1.4     -1.8     -1.7     -2.3     -2.6
  Foreign financing                                                  2.9        6.1      6.0      2.5      2.9      3.2       2.7     -1.9    -1.2      -1.9     -1.9     -1.8     -2.4     -1.8
     Disbursements                                                   5.3        8.5      8.6      5.6      5.1      6.3       5.2      1.4     1.7       0.8      0.6      0.7      0.4      0.4
        Project loans                                                0.2        0.5      0.6      1.5      1.5      1.7       2.2      1.1     1.4       0.8      0.6      0.7      0.4      0.4
        Program/budget support                                       5.1        8.1      8.0      4.1      3.6      4.6       3.0      0.3     0.3       0.0      0.0      0.0      0.0      0.0
          Of which RFI                                               2.4        0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0       0.0      0.0      0.0      0.0      0.0
     Scheduled amortization                                         -2.4       -2.4     -2.6     -3.1     -2.2     -3.1      -2.5     -3.3    -2.9      -2.7     -2.5     -2.5     -2.8     -2.2
     Of which Paris Club buy-back
"  Domestic financing, net                                           14.4        3.1     -0.1      0.6      0.6      -3.2     -2.1      0.5     -0.2      1.3     -0.2      0.2     -0.2     -1.0"
   Bank financing                                                   12.2        2.8     -0.8      0.5      0.5      -3.5     -1.9      0.5     -0.2      1.2     -0.2      0.2     -0.1     -0.9
       CBS                                                           4.8        0.0     -3.2      1.6      1.8       0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0
       Commercial banks                                              7.3        2.8      2.4     -1.1     -1.2      -3.5     -1.9      0.5     -0.2      1.2     -0.2      0.2     -0.1     -0.9
   Nonbank                                                           2.2        0.3      0.7      0.1      0.1       0.2     -0.2      0.1      0.0      0.1      0.0      0.0      0.0     -0.1
   Privatization and long-term lease of fixed assets                 0.0        0.0
                                                                                0.0      0.0      0.3
                                                                                                  0.0      0.3       0.4      0.3      0.3
                                                                                                                                       0.0      0.3      0.0      0.3      0.0      0.2      0.2
Statistical discrepancy                                              1.1        0.0     -4.7      0.0      0.0      0.0       0.0      0.0     0.0       0.0      0.0      0.0      0.0      0.0
Memorandum items:
" Nominal GDP (millions of Seychelles Rupees)                     22,211      25,034 24,611     27,841 27,482     30,595 29,786      33,087 32,171     35,611 34,592     38,328 36,958     39,321"
 Transfer of assets of SSF to SPF
 Pension Fund contribution                                           0.0        0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0       0.0      0.0      0.0      0.0      0.0
 Pension Fund benefits payment                                       0.0        0.8      0.0      0.8      0.8      0.9       0.8      0.9     0.9       0.9      0.9      0.9      0.9      0.9
 Pension Fund operating expenses                                     0.1        0.1      0.1      0.1      0.1      0.1       0.1      0.1     0.1       0.1      0.1      0.1      0.1      0.1
 Public domestic debt 3                                             38.6       36.5     38.5     32.6     33.5     28.3      28.8     29.4    27.5      29.3     26.1     28.2     25.1     23.6
     Excluding t-bills issued for monetary purposes                 36.0       33.9     36.5     30.2     31.7     26.2      27.1     27.4    26.0      27.5     24.7     26.5     23.8     22.3
 Publicly guaranteed domestic debt                                   3.9        5.9      3.3      4.8      3.1      3.9       2.4      3.4     1.9       2.9      1.6      2.6      1.4      1.3
 Sources: Seychelles authorities; and IMF staff estimates and projections.
 1
     The fiscal program targets at the approval of the EFF are now presented in percent of the new GDP. Data include the central government and the social security system.
       into these items from transfers.
 2
     Only interest payments on foreign debt are on a commitment basis. Other expenditures are recorded when checks are issued or transfers initiated.
 3
"     Includes debt issued by the Ministry of Finance for monetary purposes, excludes guarantees."
""
""
""
""
                                                                                                                              INTERNATIONAL MONETARY FUND                                          31
