"     1/ Includes the republican budget, local governments, social security funds, and the Road Company, but excludes indirect budget beneficiaries (IBBs) that are reporting only on an annual basis."
""
     2/ Includes employer contributions.
     3/ Including severence payments. Includes employer contributions.
     4/ Includes RSD10 billion military pension payment in 2015 following a Constitution Court ruling.
"     5/ Excluding foreign currency deposit payments to households, reclassified below the line."
"     6/ Excludes state guarantees on bank loans under the credit guarantee scheme introduced in response to the COVID-19 crisis, estimated at 0.85 percent of GDP as of end-April 2021."
""
""
""
""
34   INTERNATIONAL MONETARY FUND
