                              Interest payments                                                       4.0      4.3     4.2       4.3    3.9          4.1       4.1       4.3       3.9          4.2       4.0            4.3       4.3
                                Domestic interest                                                     2.9      2.8     2.9       3.0    2.7          2.7       2.8       3.0       2.6          2.7       2.7            2.9       2.9
                                Foreign interest due                                                  1.1      1.5     1.3       1.3    1.3          1.3       1.3       1.4       1.3          1.4       1.3            1.3       1.3
                              Wages and benefits (civil service)                                      4.5      4.7     4.6       4.8    4.3          4.6       4.2       4.4       3.9          4.2       3.6            4.0       4.0
                              Pensions and Other Consolidated Fund Services                           0.8      1.0     0.9       1.1    1.0          1.1       1.0       1.1       1.0          1.1       1.0            1.1       1.1
                              Defense and NSIS                                                        1.5      1.4     1.4       1.4    1.2          1.3       1.0       1.1       1.0          1.0       0.9            0.9       0.9
                              Other                                                                   5.3      5.6     6.0       6.4    4.8          6.2       4.4       5.2       4.1          4.8       4.9            4.5       4.3
                              Development and net lending                                             5.9      7.0     6.1       5.5    5.0          5.0       4.9       5.2       5.1          5.5       4.7            5.3       4.9
                              Domestically financed                                                   3.5      4.3     4.1       3.4    2.9          2.8       2.7       2.9       3.0          3.2       2.8            3.2       2.8
                              Foreign financed                                                        2.4      2.7     2.0       2.1    2.1          2.2       2.2       2.3       2.1          2.3       1.9            2.1       2.1
                               of which: SGR project                                                  0.9      0.5     0.5       0.5    0.1          0.1       0.0       0.0       0.0          0.0       0.0            0.0       0.0
                              Net lending                                                             0.0      0.0     0.0       0.0    0.0          0.0       0.0       0.0       0.0          0.0       0.0            0.0       0.0
""
                              Overall balance incl. measures and grants (cash basis)                  -7.8     -6.3    -7.7     -8.6    -4.9         -7.8      -3.9      -6.8       -3.1         -5.8     -3.0          -4.9      -3.9
                              Financing                                                                7.8      6.3     7.7      8.6     4.9          7.8       3.9       6.8        3.1          5.8      3.0           4.9       3.9
                              Net foreign financing                                                    4.5      3.4     3.2      3.2     3.0          3.7       2.4       2.8        2.0          2.2      0.6           1.5       1.7
                               Disbursements                                                           7.3      4.7     4.3      4.4     4.5          5.3       4.2       4.6        3.7          4.0      3.4           4.5       3.7
                                Project loans                                                          1.5      2.1     1.4      1.4     2.0          2.0       2.1       2.2        2.1          2.2      1.9           2.0       1.9
                                Program loans                                                          0.9      0.0     2.4      2.4     0.0          0.0       0.0       0.0        0.0          0.0      0.0           0.0       0.0
                                    of which: IMF RCF                                                  0.0      …       …        0.7     …            0.0       …         0.0        …           0.0        …            0.0       0.0
                                Commercial borrowing                                                   4.0      2.1     0.1      0.1     2.4          3.1       2.1       2.4        1.6          1.8      1.5           2.5       1.8
                                Standard Gauge Railway                                                 0.9      0.5     0.5      0.5     0.1          0.1       0.0       0.0        0.0          0.0      0.0           0.0       0.0
                               Repayments due                                                         -2.9     -1.3    -1.2     -1.2    -1.5         -1.6      -1.8      -1.9       -1.7         -1.8     -2.8          -3.0      -2.0
                              Net domestic financing                                                   3.3      2.9     4.6      5.4     1.9          4.1       1.4       4.0        1.1          3.6      2.4           3.3       2.2
                              Memorandum items:
                              Primary balance incl. grants (Central government)                       -3.7     -2.1    -3.5     -4.4    -1.0        -3.8        0.3     -2.5        0.8         -1.7      1.0           -0.6       0.4
"                              Total gross public debt, gross                                          62.4                      64.7                68.2                69.3                    69.2                    68.2      66.3"
                                     of which: external debt                                          32.5                      33.4                35.4                35.4                    34.8                    33.6      32.7
                                     of which: domestic debt                                          29.9                      31.3                32.9                34.0                    34.5                    34.6      33.7
"                              Total gross public debt, PV                                             28.0                      27.2    27.2        27.4       27.4     27.8       27.8         27.7     27.7           27.4      26.6"
                              Total net public debt                                                   57.0                      61.3                64.8                65.9                    65.8                    64.8      62.9
                              Unidentified tax policy measures                                                                   0.0                 0.0                 0.0                     0.0                     0.0       0.0
                              Change in pending bills                                                 0.63                      -0.8                -0.3                 0.0                     0.0                     0.0
                              Sources: Kenyan authorities and IMF staff estimates and projections.
""
""
""
""
INTERNATIONAL MONETARY FUND
                              1
                                Fiscal year runs from July to June.
                                                                                                                                                                                                                                         KENYA
""
""
""
""
15
