External                                                                                                                        0.9                0.9                0.5                  0.9                    1.0                 0.9                   1.0                   1.2                0.9                0.8                0.8                 0.8                  0.8
Other Charges                                                                           0.0           0.0           0.0             0.0              0.0            0.0             0.0             0.0            0.0           0.0           0.0            0.0            0.0
Subsidies                                                                         0.1          0.3          0.4           0.4            0.7          0.6           0.9            0.6          0.8          0.7          0.6           0.6           0.6
Current transfers                                                                          2.8            3.6            2.8             2.6              2.9            2.6             2.9              27            2.6            2.6           2.5            24            24
Social benefits                                                          3.4         4.6         47          3.6          4.2         3.9          4.0          4.1         3.6         3.6         3.6         3.7         3.7
Other expense (incl. capital transfer)                                            2.9            1.1            1.3             1.9              1.8            1.7             1.4              1.7            1.3            1.5            1.5             1.5             1.4
Net acquisition of nonfinancial assets                                     3.6          3.3          2.2           44            3.4          1.9           48           3.1          44         4.0         4.0          3.6          3.8
Purchase of assets                                                                     3.7           3.3           2.6            4.6             3.7            2.2             5.2             3.4           47           43           4.2            3.7            3.8
Sales of assets ( - )                                                             -0.2         -0.1         -0.3          -0.2           -0.3         -0.3          -0.3           -0.3         -0.3         -0.3         -0.2          -0.2          0.0
Primary balance                                                                   0.7         -6.4         -5.1           -3.7           -3.6         -2.0          -3.1           -2.6         -2.5         -1.0         0.0           1.0           1.0
Overall balance                                                           -1.7        -9.1        -7.3         -6.1          -6.3        -4.4         -5.6         -5.6        -4.8        -3.5        -1.9        -0.9        -0.8
Net other liabilities                                                                        -3.0          -1.2           0.9            -1.9             -0.7           -0.6            -0.8            -0.5           0.8           -0.1           -0.2           -0.2            0.0
Onlending to SOEs for investment purpose                            -0.7        -0.9        -0.6         -1.1          -1.4         -1.0         -0.8          -0.8        -0.7        -0.2        -0.2         -0.2         0.0
Other onlending (net)                                                                    -0.3           0.2            1.2             0.1              0.1             0.1              0.1              0.1            0.1            0.1            0.0            0.0            0.0
Disbursement                                                                                                                    -1.1                 0.0                 0.0                   0.0                     0.0                  0.0                    0.0                    0.0                 0.0                 0.0                 0.0                  0.0                   0.0
Repayment                                                                                                                                             0.8                    0.2                    1.2                      0.1                         0.1                      0.1                       0.1                        0.1                     0.1                    0.1                    0.0                     0.0                     0.0
Capitalization                                                                                                                  -2.1               -0.4              -0.4                 -1.1                  -1.0               -0.9                 -1.0                 -0.4              -0.9               0.0                0.0                 0.0                  0.0
Other                                                                                                                                            0.1                  0.0                 0.7                   0.3                     1.5                   1.2                    2.5                    0.6                  2.3                 0.0                 0.0                  0.0                   0.0
Financing Needs                                                          47        10.3        6.4          7.9           7.0         5.0          48          6.2         4.0         3.7         2.1          1.1          0.8
Total financing                                                                                       4.6            9.6             6.4              7.9               7.0             5.0              48               6.2             4.0             3.7             2.1              1.1              0.8
Net domestic financing                                                             1.3           3.0           1.6            49             3.5           1.7            2.9             3.0           1.6           2.2          -0.3          -0.7          -1.2
Net external financing                                                          3.3          6.6          48           3.0            3.5           3.3           2.9            3.2          2.4          1.4          2.4           1.8           2.0
Disbursement                                                                   5.3          8.9          7A           6.9            78          7.3           6.5            7A          6.6          46          5.4          4.6           46
Budget Loans                                                             2.9         5.0         2.1           1.3           3.8          3.6          24           2.8         2.8         1.4         2.3          2.1          2.1
Of which RCF disbursement                                                         1.8                                                                   1.9
Prospective ECF Financing                                                                                                     1.5          0.7           6.5           0.5          1.1          0.5          0.2
Project and Program Loans                                        1.7        2.2        3.5         2.9          2.9         2.6          24          3.9         3.0        3.0        2.9         24         2.6
Loans to on lend to SOEs 3/                                             0.7          0.8          0.6           1.1            1.1           1.0           0.5           0.8          0.7          0.2          0.2          0.2          0.0
"Amortization                                                                                                                       1.9                 2.3                  2.5                    3.9                     4.3                  39 "" 46                    4.2                 4.2                 3.2                 3.0                   2.8                   2.7"
Unidentified Financing (Financing Gap)
Exceptional financing (DSSI)                                                            0.8          1.1
Net errors and omissions (+ overfinancing)                                0.0          -0.6          0.0            0.0             0.0           0.0            0.0            0.0           0.0           0.0           0.0           0.0           0.0
Memorandum items:
Social Spending                                                                          7.0          11.1           9.3            6.8             7A            6.8             75             7A           6.8           6.8           6.8            6.8            6.8
Total Public Investment                                              44        41         3.2         5.6          48         3.2         5.9          4.2        5.4        4.5        44         3.9         3.8
Of which: public investment done by SOEs                             0.7          0.8          0.6           1.1             1.1           1.0           0.8            0.8          0.7          0.2          0.2           0.2           0.0
GDP at current market prices (billions of CVEsc)                         213.9       180.7       196.8        232.7         213.8        232.7        231.0         229.8       253.9       272.9       293.1        313.9        334.6
Sources: Cabo Verdean authorities; and IMF staff estimates and projections.
"1/ Includes budgetary central government (BCG) and extra budgetary central government (ECG), but excludes social security funds."
2/ Higher expenditures on compensation of employees and on goods and services for 2020 partly reflect the broadening of the fiscal coverge.
3/ On lend to SOEs for public investment execution.
INTERNATIONAL MONETARY FUND 27
