"  For 2019, reflects one-off operation to allow clearance of central government unmet obligations vis-à-vis the national electricity company SENELEC. This is mostly linked to compensation for subsidized electricity tariffs dating from"
"the period 2017-2018. For 2020 and 2021, this reflects the interest part of the debt service suspension initiative."
4
"    Starting in 2016, Treasury operations to finance (i) Post office operations (Poste and Poste Finance), (ii) pensions (Fonds National de Retraites), (iii) reduction of stock of comptes de depots, (iv) arrears to energy sector."
5
    Suspended debt service under the debt service suspension initative (DSSI).
6
    This is total hydrocarbon revenues accruing to the Senegalese government and is higher than what is annually included in the budget of the central government.
""
""
""
""
           38         INTERNATIONAL MONETARY FUND
