     Adjustment to cash basis 3/                                             -1.6          -0.8          -1.1         -0.3           0.2             -0.1         0.1       0.0        0.1          0.1           0.1
""
     Overall balance (cash basis)                                            -6.6          -3.4          -0.6         -1.6           1.5                 1.7      1.5       1.2        1.1          1.2           1.2
""
     Total financing                                                          6.6           3.4           0.6             1.6       -1.5             -1.7        -1.5      -1.2       -1.1         -1.2          -1.2
       Foreign borrowing (net)                                                1.7          -1.8          -0.9             0.0       -1.7             -1.6         1.8       0.7       -0.8         -0.9          -1.4
         Drawings                                                             2.9           0.8           1.8         1.8            1.8             1.8          2.8       2.7        2.6          2.6           2.6
         Amortization                                                        -2.9          -3.5          -1.9        -1.6           -3.5            -2.8         -6.7      -2.0       -3.4         -3.5          -4.0
         Arrears (reduction = -)                                              1.8          -0.3          -0.8        -0.2            0.0            -0.6          0.0       0.0        0.0          0.0           0.0
         Rollover (Eurobonds)                                                 0.0           1.3           0.0         0.0            0.0             0.0          5.7       0.0        0.0          0.0           0.0
      Domestic borrowing (net)                                                5.0          -1.7          -2.7        -1.8           -3.8            -3.8         -5.1      -1.9       -1.6         -1.6          -1.5
         Banking system                                                       6.1          -1.2           0.0         0.7           -0.8            -0.3         -2.1       0.1       -1.2         -1.2          -1.3
         Non-bank sector 4/                                                  -1.1          -0.6          -2.7        -2.5           -3.1            -3.4         -2.9      -2.0       -0.4         -0.3          -0.2
      Financing gap (+=deficit / - surplus)                                  -0.1           6.9           4.2         3.4            4.0             3.7          1.8       0.0        1.3          1.2           1.7
        Exceptional financing (excluding IMF)                                  …            5.6           3.0         2.2            2.9             3.0          1.1       0.0        1.3          1.2           1.1
        Residual gap                                                           …            1.3           1.2         1.2            1.1             0.7          0.7       0.0        0.0          0.0           0.6
         IMF-EFF                                                               …            1.3           1.2         1.2            1.1             0.7          0.7       0.0        0.0          0.0           0.0
""
""
"                                                                                                                   (Billion of CFA francs, unless otherwise indicated)"
""
""
"     Total revenue and grants                                              1,424          1,423        1,722        1,581          1,842           1,868        1,929     2,042      2,154        2,298         2,458"
"     Total expenditure and net lending                                     1,840          1,649        1,679        1,702          1,711           1,692        1,806     1,919      2,033        2,156         2,309"
     Overall balance                                                        -416           -226           43         -121            131             176          140       123        121          142           149
""
     Memorandum items:
     Gross government deposits in BEAC (percent of GDP)                       2.8           3.6           3.8             3.4        4.7                 4.4      7.1       7.4        7.6          7.9           8.5
        o/w Fund for Future Generations or Stabilization Fund                 1.6           0.5          -1.1             0.1        0.1                 1.2      3.8       4.6        4.9          5.3           6.1
     Non-oil primary balance excluding capital transfers                     -646          -582         -406         -479           -307            -308        -303      -239        -228        -204          -195
       As percent of non-oil GDP                                            -11.0           -9.7         -6.4         -7.6           -4.5            -4.6        -4.2      -3.1        -2.8        -2.3          -2.0
     Public debt (percent of GDP)                                            64.2          62.9         57.1         60.6           52.9            56.5         55.7      52.6       49.2         46.0          42.4
      External debt (percent of GDP)                                         37.4          38.7         39.4         40.0           39.1            40.5         42.4      41.0       39.1         36.9          33.5
      Domestic debt (percent of GDP)                                         26.8          24.2         17.7         20.6           13.9            16.0         13.3      11.6       10.1          9.1           9.0
        o/w Statutory advances from BEAC                                      5.4           5.2           4.8             4.8        4.5                 4.6      4.4       4.2        3.5          2.9           2.3
     Stock of arrears 5/                                                      9.6           6.3           2.9             3.8        1.8                 1.1      0.3       0.0        0.0          0.0           0.0
      External                                                                1.9           1.3           0.0             0.7        0.0                 0.0      0.0       0.0        0.0          0.0           0.0
      Domestic                                                                7.7           5.0           2.9             3.1        1.8                 1.1      0.3       0.0        0.0          0.0           0.0
        VAT Reimbursement                                                     4.2           3.8           2.9             3.1        1.8                 1.1      0.3       0.0        0.0          0.0           0.0
        Exceptional float 6/                                                  3.0           1.0           0.0             0.0        0.0                 0.0      0.0       0.0        0.0          0.0           0.0
        Debt service                                                          0.5           0.2           0.0             0.0        0.0                 0.0      0.0       0.0        0.0          0.0           0.0
"     GDP at market prices                                                  8,311          8,669        9,475        9,369         10,011           9,937       10,332    10,774     11,375       12,049        12,917"
""
""
     Sources: Gabonese authorities and IMF staff estimates and projections.
"     1/ Staff report for the Third Review of the Extended Arrangement Under the Extended Fund Facility (December 7, 2018; EBS/18/118)."
     2/ Includes net trasfers to special funds financed by earmarked revenues.
     3/ Records cash expenditure on payment orders issued the previous year minus payment orders settled the next year.
"     4/ Includes bonds held by the non-bank sector, repayment of VAT reimbursement arrears, and securitization of previous extra-budgetary spending."
"     5/ The clearance of the exceptional float and interest arrears are classified as part of the adjustment to cash basis above the line, while all other clearance of arrears are recorded below the line."
"     6/ After 2017, exceptional float becomes zero and regular float cannot exceed 10 percent of the sum of current spending (excluding wages and interest) plus domestically-financed investment."
""
""
""
""
30        INTERNATIONAL MONETARY FUND
