         Repayment of guarantees                        3.2     0.5      0.0      0.0       0.0      0.0     0.0      0.0      0.0      0.0    0.0      0.0    0.0
         Reserves                                       0.5     0.5      0.5      0.5       0.5      0.5     0.5      0.5      0.5      0.5    0.5      0.5    0.5
      Capital expenditures                              3.9     5.5      6.0      6.4       9.2      9.6    10.6      9.4      8.6      4.4    4.8      4.9    5.2
         Non-highway capital expenditures               3.9     5.5      3.7      3.3       3.3      3.7     4.1      3.5      4.3      4.4    4.8      4.9    5.2
         Highway capital expenditures                   0.0     0.0      2.3      3.0       5.9      5.8     6.5      5.9      4.4      0.0    0.0      0.0    0.0
    Net lending                                         0.1    -0.3      0.1      0.1       0.0      0.2     0.0      0.1      0.1      0.1    0.1      0.1    0.1
""
  Overall Balance                                      -4.5     -0.7     -6.2     -6.2      -6.4    -7.0    -5.6     -2.7     -2.0      2.5    2.2      2.1    1.9
""
  Financing                                             7.0      2.8     4.3       5.4      6.4      6.3     5.6      2.7      2.0     -2.5    -2.2    -2.1   -1.9
    Domestic financing                                  2.1     -0.3    -2.2       2.0     -0.3      0.1     0.1     -7.8     -0.1      5.1     1.0     0.9    0.4
      Central bank financing (- deposit increase)       0.4     -0.4    -0.1       0.0      0.2     -0.6     0.1     -6.5     -0.4      4.4     0.1    -0.1    0.0
      Net borrowing from other sources                  1.7      0.1    -2.1       2.0     -0.5      0.6     0.0     -1.3      0.2      0.7     0.9     1.0    0.4
         Commercial bank financing                      2.0     -0.4     2.8       3.3       …       1.2      …      -1.2     -0.2     -0.2     0.5     1.0    0.5
            Change in deposits (- increase)             0.0     -0.5    -0.9       0.1       …      -0.2      …      -0.1     -0.3     -0.1     0.0     0.0    0.0
"            Bank loans, net                             1.8     -1.2    -0.4       0.4       …       1.6      …      -1.0     -0.5      0.6     0.0     1.0    0.4"
"            Bank purchases of securities, net           0.2      1.3     4.1       2.8       …      -0.2      …      -0.1      0.5     -0.6     0.5     0.0    0.0"
"         Non-bank financing, net                       -0.3      0.5    -4.9      -1.2       …      -0.6      …      -0.1      0.4      0.9     0.4    -0.1   -0.1"
    Foreign financing                                   4.1      2.8     6.3       3.1      6.5      6.0     4.4     12.0      0.5     -7.7    -3.2    -3.0   -2.3
      Disbursements                                     5.7      6.1    18.1       8.2     10.2      8.3     6.7     22.3      7.8      0.8     4.4     0.7    0.6
      Amortization                                     -1.6     -3.3    -8.8      -7.8     -3.7     -3.2    -2.2    -10.3     -7.0     -8.5    -7.1    -3.7   -2.9
      Change in foreign accounts receivable 3/                          -3.0       2.7      0.0      0.9     0.0      0.0     -0.2
    Privatization receipts                              0.8      0.3     0.3       0.3      0.2      0.2     0.2     -1.4      1.6      0.1    0.0      0.0    0.0
    Unidentified 4/                                     0.0      0.0     0.0       0.0      0.1      0.0     0.9      0.0      0.0      0.0    0.0      0.0    0.0
""
  Discrepancy 5/                                       -2.5     -2.1     1.8      0.8       0.0      0.6     0.0      0.0      0.0      0.0    0.0      0.0    0.0
""
  Memorandum items:
   Primary balance                                     -2.4     1.6     -3.8     -4.0      -3.9     -4.5    -2.9     -0.7      0.1      4.4    3.9      3.6    3.3
   Nonhighway primary balance                          -2.4     1.6     -1.5     -1.0       1.9      1.3     3.5      5.2      4.5      4.4    3.9      3.6    3.3
   Nonhighway overall balance                          -4.5    -0.7     -3.9     -3.2      -0.6     -1.1     0.9      3.2      2.4      2.5    2.2      2.1    1.9
   Current balance                                     -1.0     4.0     -0.6     -0.3       2.0      1.9     4.5      6.2      6.3      6.6    6.8      6.8    6.8
   General government debt (gross)                     58.7    63.4     68.8     66.4      71.6     67.2    73.6     72.5     70.9     61.1   56.5     51.8   47.4
"   Gen. govt debt, including guarantees                66.7    71.5     76.2     73.9      79.3     74.6    81.0     80.1     78.2     68.0   63.1     58.1   53.4"
""
  Sources: Ministry of Finance; and Fund staff estimates and projections.
  1/ Includes central government and local governments.
"  2/ According to GFSM 1986, payments of loan guarantees or related to court rulings are recorded as government expenses."
  3/ To reflect pre-payments made for construction of Bar-Boljare highway that exceed the pace of actual capital expenditure.
"  4/ Refers to financing needs for which specific sources have not yet been identified; however, this does not constitute a financing gap."
  5/ Historical discrepancy is the difference between reported financing and that derived from monetary and debt data.
""
""
""
""
38 INTERNATIONAL MONETARY FUND
