         Interest payments                                                             225          297            294              309          262              330     330     327        330        339      347
            Domestic                                                                    84          125            108              138           80              151     143     142        143        147      149
               Foreign                                                                 141          171            186              170          182              179     186     185        187        192      198
         Transfers and subsidies                                                       250          249            250              268          226              336     236     244        251        259      257
          Of which:: oil subsidies                                                      19           12                 0            42               0            81      40      30         15         10       10
          Of which: Covid-19                                                                         19                 8             8               0             0       0       0           0          0       1
       Capital expenditure                                                             281          241            337              273          363              320     350     406        497        534      569
          Domestically financed                                                        175          152            165              199          172              180     200     221        298        318      342
            Of which: Public-private partnership                                          0          30                 0             0               0             0       0       0           0          0       0
            Of which: Covid-19                                                                       23                 0             0               0             1
          Foreign financed                                                             106           89            172               74          191              140     151     185        199        216      226
       Net lending                                                                      75             -4               0             0               0             0       0       0           0          0       0
       Road Fund (FER) and special funds                                                12           19                 0             0               0             0       0       0           0          0       0
       Expenditure corresponding to earmarked revenue                                                              168              132          158              192     195     199        203        207      211
       Special accounts 2/                                                             107           55                 0            -35              0             0       0       0           0          0       0
""
     Overall balance (commitment basis)                                                136         -189           -310              -208         -39          180.4       420     350        293        270      264
""
     Adjustment to cash basis 3/                                                       -52          -24            -26                3               9            -50     25       6         14           6     -36
""
     Overall balance (cash basis)                                                       84         -213           -336              -205         -30              130     445     356        307        276      228
""
     Total financing                                                                   -84          213            336              205           30              -130   -445    -356       -307       -276     -228
       Foreign borrowing (net)                                                        -154           51             32               -33         -24              -171   -176    -239       -228       -136     -163
         Drawings                                                                      106           89            172               62          191              117     151     185        199        216      226
         Amortization                                                                 -200         -663           -606              -564        -215              -247   -327    -437       -812       -351     -389
         Arrears (reduction = -)                                                       -59           30            -30               13               0            -41      0       0          0           0       0
         Rollover (Eurobonds)                                                            0          595            495              456               0              0      0      13        385           0       0
       Domestic borrowing                                                             -233          -76            138              174          -91              -211   -417    -209        -80       -140      -65
         Banking system (net)                                                           34          192            439              215          250               308     70     211        133        -24       -6
          Nonbank financing (net) 4/                                                  -267         -269           -301              -41         -341              -519   -487    -420       -213       -117      -59
       Financing gap (+=deficit / - surplus)                                           303          239            166               64          144              252     148      92           0          0       0
         Exceptional financing (excluding IMF)                                         230           66             40                0           90              128      91      22           0          0       0
         Residual gap                                                                   73          173            126               64           54              124      57      70           0          0       0
           IMF-EFF 2017-2020                                                            73            0
           IMF-RFI-1                                                                                 88
           IMF-RFI-2                                                                                 85
           IMF-EFF                                                                                                 126               64           54              124      57      70           0          0       0
     Memorandum items:
     Revenue earmarked for other public entities                                                    116            168              128          158              192     195     199        203        207      211
     Gross government deposits in BEAC                                               232.2        220.0          231.7          131.5          251.7          275.2      490.4   610.4     711.8      808.1     932.5
     Statutory advances from BEAC                                                    452.8        452.5          452.5          452.5          402.5          452.5      452.5   452.5     435.7      419.0     402.2
     Stock of arrears 5/                                                             241.5        151.2           74.2          123.6            7.5          -18.4        0.0     0.0        0.0        0.0      0.0
       External                                                                         0.0        38.6             0.0              0.0         0.0          -50.8        0.0     0.0        0.0        0.0      0.0
       Domestic                                                                      241.5        112.6           74.2          123.6            7.5              32.4     0.0     0.0        0.0        0.0      0.0
         VAT Reimbursement                                                           153.9        112.6           76.2          123.6            9.5              32.4     0.0     0.0        0.0        0.0      0.0
         Exceptional float 6/                                                         87.6           0.0            0.0              0.0         0.0               0.0     0.0     0.0        0.0        0.0      0.0
         Debt service                                                                   0.0          0.0           -2.0              0.0         -2.0              0.0     0.0     0.0        0.0        0.0      0.0
     Non-oil primary balance excluding capital transfers (NOPB)                       -387         -489           -499              -494        -364              -471   -280    -225       -196       -154     -133
        as percent of non-oil GDP                                                      -5.8         -7.4           -7.1             -7.1         -4.9             -6.2    -3.4    -2.6       -2.1       -1.6     -1.2
"     Non-oil GDP at market prices                                                    6,657        6,625          7,072          6,978          7,405          7,607      8,143   8,705     9,301      9,946    10,700"
""
     Sources: Gabonese authorities and IMF staff estimates and projections.
"     1/ Staff report for the Request for a Three-Year Extended Arrangement under the Extended Fund Facility (August 26, 2021; Country Report No. 2021/189)."
     2/ Includes net transfers to special funds financed by earmarked revenues.
     3/ Records cash expenditure on payment orders issued the previous year minus payment orders settled the next year.
"     4/ Includes bonds held by the non-bank sector, repayment of VAT reimbursement arrears, and securitization of previous extra-budgetary spending."
"     5/ The clearance of the exceptional float and interest arrears are classified as part of the adjustment to cash basis above the line, while all other clearance of arrears are recorded below the line."
"     6/ After 2017, exceptional float becomes zero and regular float cannot exceed 10 percent of the sum of current spending (excluding wages and interest) plus domestically-financed investment."
""
""
""
""
24   INTERNATIONAL MONETARY FUND
