              IMF (RCF)                                               0.0     0.0     0.0     0.0         …      2.1      2.1     0.0     0.0      0.0     0.0     0.0
"              IMF (ECF, prospective)                                  0.0     0.0     0.0     0.0         …       …       1.2     0.0     0.0      0.0     0.0     0.0"
              Expected official grants 3/                             0.0     0.0     0.0     0.0         …      0.0      1.5     0.0     0.0      0.0     0.0     0.0
""
         Residual financing gap                                        …       …       …       …          …      3.1      0.0     1.3     0.0      0.0     0.0     0.0
""
         Errors and omissions                                        -0.3     0.0    -0.1     0.0        0.0     0.0      0.0     0.0     0.0      0.0     0.0     0.0
""
         Memorandum items:
""
          Non-extractive primary balance (excl. grants)              -2.4    -1.8     0.1    -0.2       -0.8    -4.8    -5.1     -1.6    -1.1     -1.6    -1.9    -1.7
          Non-extractive primary balance                             -0.8    -1.0     0.6     1.7       -0.2    -4.2    -4.5     -1.2    -0.7     -1.2    -1.5    -1.4
          Overall balance (in percent of GDP)                        -0.4     0.0     2.5     2.1        0.3    -3.4    -3.8     -0.8    -0.2     -0.1    -0.1     0.0
          Basic budget balance (excl. grants) 4/                      0.2     0.9     3.4     2.5        1.2    -2.8    -3.3      0.4     1.3      1.9     2.1     2.2
          Social spending                                             4.4     4.2     3.9     4.1        4.5     6.0     6.1      4.9     5.3      5.7     6.1     6.5
          Poverty-reducing expenditure                                9.4     9.0     8.2      …        10.9    13.3    13.4     11.5    12.1     12.5    13.0    13.6
""
         Sources: Mauritanian authorities; and IMF staff estimates and projections.
         1/ Including transfers to public entities outside the central government.
         2/ Adjusted for half of additional/shortfall in extractive revenue.
"         3/ Expected official grants to respond to the COVID-19 crisis, of which $70 million from the World Bank, $12 million from the EU, and $10 million from AfDB."
         4/ Overall balance excluding foreign-financed investment expenditure.
         5/ Using rebased GDP.
""
""
""
""
28   INTERNATIONAL MONETARY FUND
