        Other                                                                        -1.2         -2.9        -2.2          -2.5         -2.5          -2.3        -2.1       -3.4        -1.9       -2.7
       Other accounts payable                                                         0.0          0.0         0.0           0.0          0.0           0.0         0.0        0.0         0.0        0.0
Financing Gap                                                                           …         0.2         0.2            0.3          1.9           0.9        0.0         0.0         0.0       0.0
    Prospective SBA/SCF                                                                 …          0.0         0.0           0.0          1.3           0.9           …          …           …            …
    Exceptional Financing5                                                              …          0.2         0.2           0.3          0.6             …           …          …           …            …
Memorandum items:
  Clearance of unmet obligations                                                      0.7          1.4         1.5             …          0.3           0.6           …          …           …            …
  Hydrocarbon revenues6                                                                …            …          …             …            …            0.0         0.3        0.6         1.3    0.7
"  Nominal GDP                                                                     13,655       14,006     14,185        14,991       14,998        16,159      18,218     19,681      21,127 22,599"
Sources: Ministry of Finance; and IMF staff calculations.
1
  Government Finance Statistics Manual (http://www.imf.org/external/pubs/ft/gfs/manual/).
2
"    Public Investment differs from net acquisition of nonfinancial assets reported in the fiscal tables by including public spending in wages and salaries of frontline staff in education and health,"
both of which are considered as investment in human capital (in line with the spirit of the PSE).
3
"  For 2019, reflects one-off operation to allow clearance of central government unmet obligations vis-à-vis the national electricity company SENELEC. This is mostly linked to compensation for"
"subsidized electricity tariffs dating from the period 2017-2018. For 2020 and 2021, this reflects the interest part of the debt service suspension initiative."
4
"    Starting in 2016, Treasury operations to finance (i) Post office operations (Poste and Poste Finance), (ii) pensions (Fonds National de Retraites), (iii) reduction of stock of comptes de"
5
    Suspended debt service under the debt service suspension initative (DSSI).
6
    This is total hydrocarbon revenues accruing to the Senegalese government and is higher than what is annually included in the budget of the central government.
""
""
""
""
      30         INTERNATIONAL MONETARY FUND
