   Financing Gap                                                            …             …          0.0         0.0            2.0        0.0      0.0      0.0        0.0       0.0      0.0
""
 Memorandum item:
 Change in unpaid checks (+ = accumulation)                                      0.8           0.6         …             …         …         …        …        …         …          …        …
 Total Stock of Arrears                                                         10.4           9.7                       …         …         …        …        …         …          …        ..
" Non-iron ore GDP (Le billions)                                             32,402         37,041     41,365       41,341     47,865    47,055   53,823   62,080    71,223     80,789   89,990"
 Sources: Sierra Leonean authorities; and Fund staff estimates and projections.
" 1/ See Sierra Leone: Request for Disbursement under the Rapid Credit Facility (CR/21/58), March 2021"
" 2/ Starting in 2019, tertiary education wages are classified in the wage bill rather than under subsidies and transfers."
" 3/ Revenue less expenditures and net lending adjusted for interest payments, foreign financed capital spending, and arrears paydown."
 4/Other includes the corresponding transaction for securities issued to reduce the stock of arrears.
""
""
""
""
30      INTERNATIONAL MONETARY FUND
