      (6)       Net borrowing/lending (Fund definition) (4)-(5)+(5d)                                                                 -0.9    -2.8      -3.7       -3.9        -4.8       -6.1        -5.7        -5.6       -5.6      -5.5       -5.4
    Balance: Augmented (staff estimates of general government)
     (7a)       Additional infrastructure spending financed by LGFV debt                                                              6.3     4.9       4.6        4.6         4.4        4.5        4.4          4.2        4.1       4.0        4.0
     (7b)       Additional spending of special construction (SCF) and gov't guided funds (GGF)                                        0.0     0.7       2.1        2.2         2.0        2.1        2.1          2.1        2.0       2.0        2.0
      (8)       Augmented net lending/borrowing (6)-(7a)-(7b) 5/                                                                     -7.2    -8.4     -10.4      -10.8       -11.2      -12.7      -12.2        -11.9      -11.6     -11.4      -11.4
   Debt: General government
      (9)    General budgetary debt (official) (10)+(11)                                                                             38.6    36.4      36.7       36.8       37.9        40.2       43.1         45.4       47.6      49.3       50.9
     (10)      Central government debt 6/                                                                                            14.8    15.2      16.1       16.5       17.2        19.0       21.6         23.8       26.0      27.9       29.7
     (11)      Explicit local government debt 7/                                                                                     23.8    21.1      20.6       20.3       20.8        21.2       21.5         21.6       21.6      21.4       21.2
    (11a)        Non-swap LG bonds                                                                                                    1.8     2.3       3.4        4.5        6.3         7.9        9.1         10.1       10.9      11.6       12.1
   (11b)         Other recognized LG debt                                                                                            22.0    18.8      17.2       15.7       14.4        13.4       12.4         11.5       10.6       9.8        9.1
     (12)      Additional LGFV debt likely/possible to be recognized 8/                                                              13.4    17.6      21.1       24.1       27.2        30.8       32.8         34.5       36.1      37.5       38.9
     (13)      Additional debt tied to SCF and GGFs 9/                                                                                0.3     2.6       4.2        6.4        7.6         9.1       10.2         11.2       11.9      12.5       11.6
     (14)    Augmented debt (9)+(12)+(13)                                                                                            52.3    56.6      62.0       67.3       72.7        80.1       86.2         91.1       95.5      99.3      101.4
   Memorandum items:
"     (15)    Augmented excluding ""possible to be recognized"" 10/                                                                     39.9    41.1      44.2       46.8       50.5        55.6       60.2         64.0       67.5      70.6       73.4"
""
"Sources: CEIC, Data Co. Ltd.; China Ministry of Finance; NAO; and IMF staff estimates and projections."
"1/ Includes central and local governments' transfers to general budget from various funds, carry-over."
"2/ Includes adjustments for local government balance carried forward, redemption of local government bonds prior to 2014 and government bond issued under government managed funds."
"3/ Including only revenues/expenditures for the year, and excluding transfers to general budget and carry over."
"4/ Includes carry over counted as revenue, adjustments to local government spending, proceeding from issuing special purpose bonds, and net expenditure financed by land sales estimated by subtracting the acquisition"
"cost, compensation to farmers, and land development from the gross land sale proceeds."
5/ The overall net lending/borrowing includes net land sale proceeds as a decrease in nonfinancial assets recorded above the line.
"6/ Ministry of Finance debt only, excludes bonds issued for bank recapitalization and asset management companies."
7/ Includes local government bonds and explicit debt.
"8/ 10% of government contingent debt in 2014. Contingent debt in 2014 is estimated using LGFV total debt minus explicit LG debt of 15.4 Tr. Thereafter, 2/3 of new contingent debt are assumed likely to be recognized as general government"
9/ Total social capital constribution to SCF and GGFs.
"10/ Includes only 2/3 of LGFV debt, being categoried as government explicit debt according to NAO report (2013), and excludes the rest 1/3, being categorized as government guaranteed debt or ""possible to be recognized"" debt."
11/ GDP in this table refers to expenditure side nominal GDP.
""
""
""
""
     54          INTERNATIONAL MONETARY FUND
