Total financing                                                                           -2.1            0.0           3.9          3.6         7.4      3.8         2.0            2.2           3.6       3.3       4.0       4.1       4.1       4.4
 Foreign (net)                                                                            -0.5           -0.2           0.3          0.2         0.2      0.2         2.0            2.0           2.0       2.6       3.2       3.0       2.7       2.7
    Disbursements                                                                          0.0            0.0           1.1          0.9         0.9      0.9         2.6            2.6           2.6       3.1       3.4       3.3       3.0       3.0
    Amortization (accrual)                                                                -0.5           -0.2          -0.7         -0.7        -0.7     -0.7        -0.6         -0.6         -0.6         -0.5      -0.2      -0.3      -0.3      -0.3
 Domestic (net)                                                                           -1.2            0.2           3.6          4.9         7.2      2.1         0.0            0.3           1.7       0.7       0.8       1.2       1.4       1.6
   Of which : Change in cash balance (+=decrease)                                         -3.1            2.0           2.9          2.0         4.3      0.7         0.0            0.0           1.2       0.7       0.8       1.2       1.4       1.6
               Change in public domestic debt (+=increase)                                -0.4           -1.4           0.0          0.0         2.9      1.4         0.0            0.3           1.1       0.0       0.0       0.0       1.4       1.6
   Banking system                                                                         -1.1            0.8           3.1          3.5         4.3      0.7         0.0            0.0           1.2       0.7       0.8       1.2       0.0       0.0
     Central bank                                                                         -1.3            1.9           2.7          2.0         4.3      0.7         0.0            0.0           1.2       0.7       0.8       1.2       0.0       0.0
     Commercial banks                                                                      0.2           -1.1           0.5          1.4         0.0      0.0         0.0            0.0           0.0       0.0       0.0       0.0       0.0       0.0
   Nonbank (National Provident Fund and SOEs)                                              0.0           -0.4          -0.1          1.4         2.9      1.4         0.0            0.3           0.4       0.0       0.0       0.0       0.9       0.8
""
""
Memorandum items:
 Accumulated domestic arrears (In percent of GDP)                                                                                                         1.3                                      0.7       0.7       0.6       0.6       1.1       1.8
" Public domestic debt, including arrears (In percent of GDP)                               2.0            0.5           0.4          0.4         3.3      1.8         1.7            2.0           2.8       2.7       2.5       2.3       3.6       5.0"
 Non-commodity primary balance (In percent of GDP)                                        -3.4           -5.6          -9.7         -9.0       -13.3     -9.7        -6.9         -8.1         -9.2         -8.6      -9.1      -9.1      -9.0      -8.9
""
Sources: Data provided by the Solomon Islands authorities; and IMF staff estimates and projections.
1/ Includes changes in the stock of unpaid payment orders and unpresented checks (+ = reduction) and the statistical discrepancy.
"2/ Defined as total revenue minus recurrent expenditure, excluding grant-funded recurrent expenditure."
3/ Defined as nonmineral nonlogging revenue (excludes grants) minus government-funded spending excluding interest payments.
""
""
""
""
                                                                                                                                                                  INTERNATIONAL MONETARY FUND                                                       29
