                                                                                                                  (Percent of GDP)
""
Revenues                                                           26.6         26.1         26.5        27.2        26.9        28.3        29.0           29.0      28.5      28.3
   Tax revenues                                                    18.7         17.8         17.9        18.2        18.5        20.0        20.6           20.6      20.1      19.7
   Social security contributions                                    6.8          6.9          6.9         7.1         6.7         6.4         6.5            6.6       6.8       6.9
   Nontax revenues                                                  1.2          1.5          1.8         1.9         1.6         1.9         1.9            1.7       1.6       1.6
Primary expenditures                                               30.8         30.2         29.2        28.5        29.6        28.3        27.9           27.8      27.3      26.9
   Federal expenditures                                            22.4         21.4         20.4        19.8        20.8        19.7        19.0           18.7      18.4      18.4
      Wages 1/                                                      3.9          3.8          3.7         3.6         3.7         3.6         3.5            3.4       3.4       3.4
      Goods and services 1/                                         1.1          1.1          0.9         0.9         0.9         0.8         0.8            0.8       0.7       0.7
      Pensions                                                      9.0          9.7          9.9        10.2         9.6         9.9        10.4           10.2      10.0       9.9
      Current transfers to private sector                           6.2          5.0          4.5         4.2         5.0         4.4         3.4            3.2       3.0       3.0
          Social assistance                                         2.7          2.7          2.7         2.7         2.8         2.7         2.8            2.7       2.6       2.6
          Energy 2/                                                 2.6          1.4          1.1         0.9         1.5         1.2         0.5            0.5       0.4       0.4
          Transport                                                 1.0          0.9          0.7         0.6         0.8         0.5         0.2            0.1       0.1       0.1
          Other                                                     0.0          0.1          0.0         0.0         0.0         0.0         0.0            0.0       0.0       0.0
      Capital spending                                              1.4          1.1          0.8         0.5         1.1         0.7         0.8            0.9       0.9       1.1
      Other current primary spending                                0.8          0.6          0.6         0.4         0.5         0.3         0.2            0.3       0.3       0.3
   Transfers to provinces                                           8.4          8.8          8.9         8.7         8.8         8.6         8.9            9.2       8.9       8.5
      Automatic                                                     6.7          7.2          7.8         8.3         7.7         7.9         8.5            8.8       8.6       8.2
      Discretionary                                                 1.7          1.6          1.1         0.4         1.1         0.7         0.4            0.4       0.3       0.3
          Capital                                                   0.8          0.8          0.5         0.2         0.4         0.3         0.2            0.2       0.2       0.2
          Current                                                   0.9          0.8          0.6         0.3         0.7         0.5         0.2            0.2       0.1       0.1
 Primary balance                                                   -4.2         -4.1         -2.7        -1.3        -2.7         0.0         1.0            1.1       1.2       1.4
    Interest cash (net of ANSES and public sector)                  1.6          2.1          2.3         2.4         2.7         3.9         4.0            4.1       3.7       3.3
 Overall balance                                                   -5.8         -6.2         -5.0        -3.7        -5.3        -3.9        -2.9           -3.0      -2.4      -1.9
""
Memorandum items:
"Capital spending, including capital transfers to provinces           2.2          2.0         1.3          0.7         1.4         1.0         1.0            1.1       1.1       1.3"
Arrears and advances                                                -0.4          0.2         0.0          0.0         0.0         0.0         0.0            0.0       0.0       0.0
"Primary balance, accrual basis                                      -3.8         -4.2        -2.7         -1.3        -2.7         0.0         1.0            1.1       1.2       1.4"
"Overall balance, accrual basis                                      -5.4         -6.3        -5.0         -3.7        -5.3        -3.9        -2.9           -3.0      -2.4      -1.9"
Structural primary balance 3/                                       -4.5         -4.1        -2.1         -0.6        -1.7         1.4         2.2            2.0       1.9       1.8
Sources: Ministerio de Economía y Finanzas Públicas and Fund staff calculations.
1/ It includes universities.
"2/ It includes, in 2017, those obligations for subsidies under Plan Gas that will be settled starting in 2019."
3/ Percent of potential GDP.
""
""
""
""
                                                                                                                       INTERNATIONAL MONETARY FUND                                35
