"                          Budget support, gross                                                       0.0       0.0       0.0       0.0       0.0        0.0        0.0         0.0         0.0"
"                          Project loans, gross                                                        6.5       8.4       6.2       1.9       1.8        1.9        1.7         1.3         0.8"
"                          Other, gross                                                                0.0       0.0       0.0       0.0       0.0        2.6        1.1         1.0         0.0"
                          Amortization                                                               -1.7      -2.2      -1.6      -0.6      -8.8       -7.8       -4.7        -7.6        -5.2
                     Debt securities                                                                  0.0       0.0       0.0       0.0       0.0        0.0        0.0         0.0         0.0
           Statistical discrepancy / financing gap                                                   -0.2      -0.1      -0.2      -0.1       8.4       10.4        6.7         9.1         6.1
""
""
     Memorandum items:
     Primary expenditure (commitment basis)                                                          25.1      26.8      29.9      28.9       n.a.      21.1       20.5        20.3        19.9
     Net domestic financing                                                                           3.7       3.4       9.3       7.3       5.2        2.3        2.4         2.5         3.1
     Primary balance excluding mining revenues (commitment basis)2                                   -9.2      -9.4     -13.3     -11.9       n.a.      -5.0       -3.0        -2.7        -2.3
     Backlog of VAT refunds (stock)                                                                   2.0       2.3       2.5       2.4       n.a.       1.8        1.2         0.7         0.3
     Stock of expenditure arrears                                                                     9.0      12.1      12.8      13.4       n.a.      10.5        7.6         5.3         3.3
"     Nominal GDP (millions of kwacha)                                                          275,175      300,449   332,223   424,453   466,179    473,917    535,028    597,667      667,213"
     Sources: Zambian authorities; and IMF staff estimates and projections.
     1
         The large increase in 2021 is due to a dividend paid by the Bank of Zambia to the budget.
     2
         Adjusted for the accumulation/clearance of arrears on VAT refund claims and expenditure arrears.
""
""
""
""
36   INTERNATIONAL MONETARY FUND
