             Traditional transfers                                                    5.7        3.9             5.4          5.0          5.0          4.9           5.1      5.3         5.6
             Oil-related transfers                                                    3.7        5.0             1.8          1.8          1.8          1.9           2.0      2.0         2.0
           Common charges                                                             1.5        0.6             0.6          0.6          0.7          0.7           0.7      0.8         0.8
       Interest                                                                       2.1        2.3             1.8          1.8          1.5          1.4           1.2      1.0         0.8
         Domestic                                                                     0.6        0.4             0.3          0.3          0.3          0.2           0.2      0.2         0.1
         External                                                                     1.6        1.9             1.5          1.5          1.2          1.1           1.0      0.8         0.7
              of which: on oil-prepurchased debt                                      1.4         1.3             0.8          0.8         0.5          0.3            0.2      0.0        0.0
          Annex budgets and special Accounts1                                         0.3         0.3             0.4          0.4         0.0          0.0            0.0      0.0        0.0
          Capital expenditure                                                         7.9         2.2             4.5          4.2         4.8          5.8            6.3      6.6        6.8
           Domestically financed                                                      3.1         1.4             2.3          2.0         2.9          3.6            4.3      4.4        4.7
           Externally financed                                                        4.8         0.8             2.2          2.2         1.9          2.1            2.1      2.1        2.1
          Net lending                                                                 0.0         0.0             0.0          0.0         0.0          0.0            0.0      0.0        0.0
     Non-oil primary balance2                                                       -18.3      -11.0             -9.9         -9.9        -8.5         -8.5           -7.9     -7.9       -7.7
     Basic non-oil primary balance3                                                 -14.1      -10.4             -8.1         -8.1        -7.0         -6.8           -6.3     -6.3       -6.1
                                                 4
          - excluding oil-related transfers                                         -10.4        -5.3            -6.3         -6.3        -5.2         -4.9           -4.4     -4.3       -4.1
                                    5
     Reference fiscal balance                                                        -0.7        -4.7            -0.8        -0.8          3.0          5.6            6.5      5.7        5.0
     Primary balance                                                                 -5.2         8.9             9.3        10.6          9.9          9.4            9.4      8.6        8.2
"     Overall balance, payment order basis"
        Excluding grants                                                             -8.0         6.5             7.1          8.4         8.0          7.6            7.7      7.0        6.8
        Including grants                                                             -7.4         6.6             7.5          8.8         8.4          8.0            8.2      7.6        7.4
     Change in arrears                                                                0.8        -0.2             0.0          0.0         0.0          0.0            0.0      0.0        0.0
          External6                                                                   0.3         1.0             0.0          0.0         0.0          0.0            0.0      0.0        0.0
                      7
          Domestic                                                                    0.4        -1.3             0.0          0.0         0.0          0.0            0.0      0.0        0.0
"     Overall balance, cash basis                                                     -6.6         6.4             7.5          8.8         8.4          8.0            8.2      7.6        7.4"
     Financing                                                                        6.6        -6.4          -13.1        -12.7        -15.0        -12.0           -9.3     -6.1       -7.4
       Foreign (net)                                                                  5.0        -3.2           -8.2         -8.4         -7.2         -4.6           -3.9     -1.9       -0.1
        Drawings                                                                      8.2         0.7            1.9          1.9          1.7          1.7            1.5      1.6        1.6
         Amortization due                                                            -4.9        -5.2          -10.1        -10.3         -8.9         -6.3           -5.4     -3.5       -1.7
           of which: on oil-prepurchased debt                                        -1.2        -2.2           -4.6         -4.7         -4.6         -1.8           -2.0     -1.0        0.0
         Debt cancellation                                                            1.1         0.0            0.0          0.0          0.0          0.0            0.0      0.0        0.0
         Other foreign financing                                                      0.7         1.3            0.0          0.0          0.0          0.0            0.0      0.0        0.0
           of which: deposits in China                                                0.7         1.3            0.0          0.0          0.0          0.0            0.0      0.0        0.0
          Domestic (net)                                                              1.6        -3.1            -4.8         -4.4        -7.8         -7.5           -5.4     -4.2       -7.3
            Banking system (net)                                                      2.0         0.5            -2.2         -1.3        -4.4         -4.1           -3.1     -3.1       -6.9
              Central bank                                                            2.1         0.4            -2.3         -1.4        -4.1         -3.8           -1.9     -2.2       -6.5
              Commercial banks                                                       -0.2         0.1             0.1          0.1        -0.3         -0.3           -0.3      0.0        0.5
            Nonbank financing                                                        -0.4        -3.7            -2.6         -3.1        -3.5         -3.4           -2.3     -1.1       -0.4
               Of which: Repayment of domestic arrears                                 …           …             -2.7         -3.1        -3.6         -3.7           -2.3     -1.1        0.4
               Of which: Debt service to ENI                                         -2.1        -1.1             0.0          0.0         0.0          0.0            0.0      0.0        0.0
         Financing gap (- = surplus)                                                  0.0         0.0             5.5          4.0         6.6          4.0            1.0     -1.5        0.0
         Expected financing (excluding IMF)                                           0.0         0.0             3.3          2.5         3.1          2.3            0.0      0.0        0.0
         IMF-ECF                                                                      0.0         0.0             0.8          0.4         1.5          1.2            0.8      0.0        0.0
         Exceptional financing from debt restructuring9                               0.0         0.0             1.4          1.1         2.0          0.6            0.2     -1.5        0.0
     Memorandum items:
          Stock of domestic arrears8                                                18.9        14.5            12.4         11.2           7.2          3.7           1.5      0.4         0.0
          Stock of government deposits                                                1.8         1.0            3.3           2.4          6.3        10.2          11.6     12.8        17.9
"          GDP at current market prices                                             5,188       6,476         6,528.9        6,545        6,767        6,666         6,469    6,484       6,652"
"          Non-oil GDP at market prices                                             2,695       2,544         2,602.8        2,609        2,721        2,894         3,096    3,323       3,570"
     Sources: Congolese authorities; and IMF staff estimates and projections.
     1
         Includes net spending (i.e. spending minus revenues) associated with decentralized government entities.
     2
         Revenue and grants excluding oil revenues minus total primary expenditures (excluding interest payments).
     3
         Non oil revenue excluding grants minus total expenditures excluding interest payments and foreign-financed investment.
     4
         Basic non-oil primary balance minus oil revenue and oil-related transfers. This is a Performance Criterion/Indicative Target.
     5
         CEMAC definition: overall balance minus 20 percent of oil revenues and minus 80 percent of the oil revenue in excess of the average observed during the three previous years.
     6
         Post-HIPC external arrears accumulated since 2016 are consolidated in outstanding debt. The projected repayments are included in amortization of external debt.
     7
         Projected repayments of domestic arrears are included in domestic financing.
     8
         Includes estimates of domestic arrears audited by the the Caisse Congolaise d'Amortisation (CCA) and reported but not yet audited arrears.
     9
         Net of restructured contingent liabilities.
""
""
""
""
26        INTERNATIONAL MONETARY FUND
